NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,state,county,tract
"Census Tract 506, Ottawa County, Ohio",152,14,96,42,0,2090,63,192,773,440,246,282,94,1835,376,325,261,90,554,495,72,688,39,123,050600
"Census Tract 507, Ottawa County, Ohio",291,72,63,137,19,2313,40,174,835,506,283,308,167,2099,475,431,419,98,401,385,133,844,39,123,050700
"Census Tract 508, Ottawa County, Ohio",422,89,117,179,37,3015,101,237,1374,544,260,436,63,2677,499,348,340,163,418,390,85,1196,39,123,050800
"Census Tract 509, Ottawa County, Ohio",372,39,132,191,10,4115,153,223,1531,888,470,590,260,3739,850,536,516,177,596,583,168,1850,39,123,050900
"Census Tract 510, Ottawa County, Ohio",265,10,102,153,0,3281,70,243,1191,742,417,440,178,2968,618,537,528,139,747,653,137,1150,39,123,051000
"Census Tract 511, Ottawa County, Ohio",238,89,30,93,26,2688,96,58,887,694,237,427,289,2534,716,396,392,144,452,449,181,1213,39,123,051100
"Census Tract 512.01, Ottawa County, Ohio",61,0,23,38,0,821,12,17,178,243,86,145,140,792,285,127,113,76,104,104,13,383,39,123,051201
"Census Tract 512.02, Ottawa County, Ohio",237,12,90,91,44,1235,17,62,737,260,102,57,0,1156,57,93,93,0,74,74,12,722,39,123,051202
"Census Tract 512.03, Ottawa County, Ohio",0,0,0,0,0,396,0,20,164,80,53,72,7,376,79,37,37,0,38,38,0,202,39,123,051203
"Census Tract 9601, Paulding County, Ohio",216,105,51,49,11,1955,9,243,930,298,137,271,67,1703,338,262,262,79,238,227,68,816,39,125,960100
"Census Tract 9602, Paulding County, Ohio",289,42,107,140,0,2884,67,89,1417,615,330,250,116,2728,366,353,338,69,613,612,115,1271,39,125,960200
"Census Tract 9603, Paulding County, Ohio",259,45,98,112,4,2838,48,146,1210,509,278,508,139,2644,647,650,627,235,483,429,145,1004,39,125,960300
"Census Tract 9604, Paulding County, Ohio",391,118,173,77,23,2851,62,332,1130,705,233,306,83,2457,389,553,492,112,402,387,80,1056,39,125,960400
"Census Tract 9605, Paulding County, Ohio",200,52,79,62,7,2447,41,275,1160,464,183,180,144,2131,324,308,256,64,423,373,80,1032,39,125,960500
"Census Tract 9658.01, Perry County, Ohio",206,22,145,26,13,2260,15,201,1141,296,180,261,166,2044,427,508,479,63,356,321,90,887,39,127,965801
"Census Tract 9658.02, Perry County, Ohio",163,17,39,107,0,3191,58,206,1091,740,281,516,299,2927,815,459,459,78,379,318,95,1254,39,127,965802
"Census Tract 9659.01, Perry County, Ohio",184,23,112,34,15,2247,41,251,1046,282,300,246,81,1955,327,339,309,87,312,306,96,884,39,127,965901
"Census Tract 9659.02, Perry County, Ohio",354,27,268,54,5,2395,21,188,1117,392,269,199,209,2186,408,516,516,43,324,324,131,999,39,127,965902
"Census Tract 9660, Perry County, Ohio",509,147,238,112,12,3340,75,334,1941,526,307,93,64,2931,157,549,512,38,618,544,29,1534,39,127,966000
"Census Tract 9661, Perry County, Ohio",500,60,313,127,0,3260,39,447,1625,607,259,243,40,2774,283,495,435,63,701,553,43,1380,39,127,966100
"Census Tract 9662, Perry County, Ohio",484,124,194,126,40,4211,114,626,2070,805,214,263,119,3471,382,810,755,41,866,657,125,1479,39,127,966200
"Census Tract 9663.01, Perry County, Ohio",182,68,25,55,34,2231,22,259,885,507,260,217,81,1950,298,318,291,52,458,455,58,991,39,127,966301
"Census Tract 9663.02, Perry County, Ohio",193,11,159,23,0,1672,26,188,830,352,138,97,41,1458,138,189,189,13,366,320,25,755,39,127,966302
"Census Tract 201, Pickaway County, Ohio",335,8,272,55,0,1121,101,125,489,148,73,135,50,895,185,295,223,32,245,198,66,338,39,129,020100
"Census Tract 202, Pickaway County, Ohio",248,57,110,74,7,1982,15,245,1089,399,137,90,7,1722,97,470,397,36,314,280,29,901,39,129,020200
"Census Tract 203.10, Pickaway County, Ohio",422,82,116,192,32,3638,57,283,1756,711,233,439,159,3298,598,682,682,154,611,611,51,958,39,129,020310
"Census Tract 203.20, Pickaway County, Ohio",272,66,146,50,10,2545,15,82,951,514,229,438,316,2448,754,305,279,109,642,603,261,823,39,129,020320
"Census Tract 204, Pickaway County, Ohio",172,17,83,59,13,1951,21,328,892,358,157,145,50,1602,195,490,436,47,214,172,26,640,39,129,020400
"Census Tract 211.01, Pickaway County, Ohio",321,15,239,67,0,3125,60,374,1056,447,256,703,229,2691,932,361,304,114,813,723,340,1182,39,129,021101
"Census Tract 211.02, Pickaway County, Ohio",390,0,108,282,0,2458,22,236,979,477,318,324,102,2200,426,384,384,36,202,202,80,1173,39,129,021102
"Census Tract 212.01, Pickaway County, Ohio",785,19,288,424,54,2682,120,142,1230,468,137,337,248,2420,585,527,429,146,527,527,139,1167,39,129,021201
"Census Tract 212.02, Pickaway County, Ohio",315,82,193,26,14,2210,72,384,824,391,154,266,119,1754,385,540,464,100,404,298,83,880,39,129,021202
"Census Tract 213, Pickaway County, Ohio",374,164,161,49,0,3237,128,767,1239,895,146,62,0,2342,62,1108,765,22,1061,747,17,1000,39,129,021300
"Census Tract 214.01, Pickaway County, Ohio",100,53,39,5,3,2531,26,410,889,547,250,270,139,2095,409,668,388,85,243,195,19,908,39,129,021401
"Census Tract 214.03, Pickaway County, Ohio",248,48,102,95,3,3330,27,112,1354,528,243,591,475,3191,1066,514,506,241,986,969,460,1069,39,129,021403
"Census Tract 214.04, Pickaway County, Ohio",79,0,68,11,0,1023,79,51,358,316,87,36,96,893,132,206,176,40,152,145,0,442,39,129,021404
"Census Tract 215, Pickaway County, Ohio",393,13,194,129,57,2512,55,266,900,585,184,357,165,2191,522,515,489,159,493,460,62,981,39,129,021500
"Census Tract 216, Pickaway County, Ohio",266,46,37,163,20,2310,57,137,1133,451,137,245,150,2116,395,338,279,69,395,382,84,1074,39,129,021600
"Census Tract 217, Pickaway County, Ohio",361,64,231,66,0,3901,47,432,1836,494,280,497,315,3422,812,371,336,52,613,560,125,2260,39,129,021700
"Census Tract 9522, Pike County, Ohio",283,32,192,39,20,3928,268,372,1864,778,150,288,208,3288,496,998,852,167,657,543,114,1329,39,131,952200
"Census Tract 9523, Pike County, Ohio",501,124,149,191,37,3489,135,320,1314,820,258,455,187,3034,642,495,396,89,614,603,143,1402,39,131,952300
"Census Tract 9524, Pike County, Ohio",295,14,165,96,20,2573,99,251,966,432,305,366,154,2223,520,493,471,262,366,348,30,860,39,131,952400
"Census Tract 9525, Pike County, Ohio",357,76,117,164,0,2352,117,270,783,504,222,257,199,1965,456,287,257,62,452,436,139,1036,39,131,952500
"Census Tract 9526.01, Pike County, Ohio",282,107,78,97,0,2596,208,350,1243,432,130,78,155,2038,233,322,199,0,375,342,85,1164,39,131,952601
"Census Tract 9526.02, Pike County, Ohio",110,0,44,66,0,1434,0,45,822,319,23,91,134,1389,225,375,375,62,305,284,27,531,39,131,952602
"Census Tract 9527, Pike County, Ohio",229,92,36,101,0,2918,171,507,1488,288,295,139,30,2240,169,352,279,64,646,471,84,1330,39,131,952700
"Census Tract 6001.02, Portage County, Ohio",942,10,104,781,47,2188,43,56,705,317,164,442,461,2089,903,311,310,161,257,251,162,1068,39,133,600102
"Census Tract 6001.03, Portage County, Ohio",606,43,132,419,12,3773,204,186,1668,626,173,609,307,3383,916,554,467,157,675,613,147,1530,39,133,600103
"Census Tract 6002, Portage County, Ohio",654,94,344,184,32,4022,28,408,1793,650,431,447,265,3586,712,682,658,134,512,489,150,1898,39,133,600200
"Census Tract 6003.02, Portage County, Ohio",435,70,158,122,85,4578,96,81,604,907,214,1578,1098,4401,2676,402,402,255,731,717,566,1963,39,133,600302
"Census Tract 6003.03, Portage County, Ohio",367,26,66,175,100,3244,42,23,538,415,151,1409,666,3179,2075,363,363,243,481,464,412,1483,39,133,600303
"Census Tract 6003.04, Portage County, Ohio",428,46,103,178,101,3237,44,158,878,367,251,802,737,3035,1539,224,224,78,865,798,635,1064,39,133,600304
"Census Tract 6004.01, Portage County, Ohio",699,46,192,367,94,4764,56,184,1666,1019,417,966,456,4524,1422,1075,1058,505,774,774,255,2097,39,133,600401
"Census Tract 6004.02, Portage County, Ohio",444,13,235,99,97,3837,131,177,1149,657,334,742,647,3529,1389,820,805,414,475,475,255,1664,39,133,600402
"Census Tract 6004.03, Portage County, Ohio",534,61,287,129,57,3244,8,459,1281,681,260,326,229,2777,555,490,417,81,519,519,96,1265,39,133,600403
"Census Tract 6005, Portage County, Ohio",687,101,235,295,56,4064,59,301,1921,531,505,498,249,3704,747,788,712,217,492,480,142,1750,39,133,600500
"Census Tract 6006.02, Portage County, Ohio",235,33,70,108,24,1925,9,322,925,277,125,188,79,1594,267,414,339,144,279,272,37,773,39,133,600602
"Census Tract 6006.03, Portage County, Ohio",456,154,197,99,6,2439,83,260,1419,325,124,198,30,2096,228,481,341,32,294,294,40,1142,39,133,600603
"Census Tract 6007.03, Portage County, Ohio",161,19,101,27,14,1392,23,102,702,347,153,49,16,1267,65,332,304,12,263,263,26,597,39,133,600703
"Census Tract 6007.04, Portage County, Ohio",111,0,53,58,0,1234,6,70,490,283,130,182,73,1158,255,187,187,28,231,223,69,414,39,133,600704
"Census Tract 6007.05, Portage County, Ohio",267,43,67,127,30,1805,13,61,828,272,194,315,122,1731,437,231,231,106,209,205,23,821,39,133,600705
"Census Tract 6007.06, Portage County, Ohio",243,8,163,71,1,2114,59,129,1140,381,92,255,58,1926,313,235,235,48,326,304,70,922,39,133,600706
"Census Tract 6008, Portage County, Ohio",685,26,275,304,80,2289,70,134,945,545,199,228,168,2085,396,473,463,94,342,322,36,871,39,133,600800
"Census Tract 6009.01, Portage County, Ohio",304,73,118,91,22,2659,43,285,1524,430,234,101,42,2331,143,690,601,47,432,432,9,1179,39,133,600901
"Census Tract 6009.02, Portage County, Ohio",450,100,192,103,55,3605,0,401,1287,583,426,406,502,3204,908,744,730,160,423,411,201,1412,39,133,600902
"Census Tract 6010, Portage County, Ohio",267,35,122,63,47,1695,8,44,798,387,158,195,105,1643,300,238,228,64,373,361,49,627,39,133,601000
"Census Tract 6011, Portage County, Ohio",498,0,228,227,43,4592,66,289,2493,643,385,581,135,4237,716,776,760,181,433,413,86,2267,39,133,601100
"Census Tract 6012, Portage County, Ohio",2054,0,242,1581,231,2164,0,157,362,363,109,455,718,2007,1173,427,412,303,411,411,182,810,39,133,601200
"Census Tract 6013, Portage County, Ohio",904,0,178,631,95,6054,103,77,1314,1060,451,1562,1487,5874,3049,1155,1155,491,1570,1545,918,2053,39,133,601300
"Census Tract 6014, Portage County, Ohio",591,107,62,259,163,3083,0,235,1034,773,111,396,534,2848,930,813,721,208,588,588,193,1030,39,133,601400
"Census Tract 6015.01, Portage County, Ohio",552,19,26,453,54,839,13,62,177,182,101,146,158,764,304,195,195,98,68,67,13,266,39,133,601501
"Census Tract 6015.02, Portage County, Ohio",6147,0,146,5752,249,689,67,0,59,165,16,238,144,622,382,487,487,354,57,57,18,84,39,133,601502
"Census Tract 6015.03, Portage County, Ohio",1610,18,99,1125,368,1575,27,46,307,291,113,267,524,1502,791,384,370,151,308,276,143,598,39,133,601503
"Census Tract 6016, Portage County, Ohio",510,39,211,184,76,2827,17,176,768,439,136,696,595,2634,1291,296,294,147,352,352,191,1404,39,133,601600
"Census Tract 6017.02, Portage County, Ohio",791,45,219,492,35,3640,33,77,1444,944,291,698,153,3530,851,755,733,305,668,656,114,1275,39,133,601702
"Census Tract 6017.03, Portage County, Ohio",606,181,284,116,25,2163,45,110,613,537,63,409,386,2008,795,288,210,178,409,409,154,749,39,133,601703
"Census Tract 6017.04, Portage County, Ohio",173,0,41,78,54,2273,0,27,575,446,515,444,266,2246,710,465,465,187,345,345,212,938,39,133,601704
"Census Tract 6018.01, Portage County, Ohio",304,16,126,150,12,2560,31,68,1217,268,280,400,296,2461,696,657,613,211,355,355,134,960,39,133,601801
"Census Tract 6018.02, Portage County, Ohio",720,24,261,194,241,2834,32,81,1148,348,228,710,287,2721,997,338,338,252,732,723,306,1208,39,133,601802
"Census Tract 6019.01, Portage County, Ohio",242,8,137,97,0,1739,32,55,803,336,165,274,74,1652,348,516,480,146,250,250,33,714,39,133,601901
"Census Tract 6019.02, Portage County, Ohio",305,20,285,0,0,1836,3,151,828,433,205,137,79,1682,216,301,301,14,201,201,51,857,39,133,601902
"Census Tract 6020, Portage County, Ohio",471,73,128,159,111,3811,47,349,1742,534,385,531,223,3415,754,508,461,96,604,604,130,1684,39,133,602000
"Census Tract 6021.01, Portage County, Ohio",283,0,131,152,0,2738,150,226,1038,526,129,510,159,2362,669,235,235,112,424,379,146,1020,39,133,602101
"Census Tract 6021.02, Portage County, Ohio",374,40,110,224,0,2532,66,140,1040,362,162,604,158,2326,762,264,264,103,408,382,86,1090,39,133,602102
"Census Tract 4001, Preble County, Ohio",240,38,101,84,17,2238,150,280,815,411,208,254,120,1808,374,412,401,169,367,332,16,926,39,135,400100
"Census Tract 4101, Preble County, Ohio",206,18,133,54,1,1371,17,79,665,210,122,192,86,1275,278,281,265,110,239,218,62,517,39,135,410100
"Census Tract 4201, Preble County, Ohio",310,25,165,97,23,3092,14,137,1354,803,282,368,134,2941,502,617,613,103,475,450,80,1256,39,135,420100
"Census Tract 4301, Preble County, Ohio",247,0,95,148,4,1822,60,125,785,315,188,187,162,1637,349,241,232,69,336,332,116,724,39,135,430100
"Census Tract 4401, Preble County, Ohio",285,48,180,32,25,2623,35,201,1037,596,215,248,291,2387,539,335,298,53,411,388,150,1029,39,135,440100
"Census Tract 4501, Preble County, Ohio",71,35,18,18,0,1689,37,106,545,418,192,199,192,1546,391,224,218,58,196,170,67,740,39,135,450100
"Census Tract 4550.01, Preble County, Ohio",132,15,48,58,11,1620,25,141,699,438,102,144,71,1454,215,237,210,61,264,246,48,603,39,135,455001
"Census Tract 4550.02, Preble County, Ohio",280,50,84,132,14,4050,39,318,1930,805,272,423,263,3693,686,634,583,28,711,695,301,1530,39,135,455002
"Census Tract 4601, Preble County, Ohio",172,23,74,75,0,1787,56,142,818,294,173,204,100,1589,304,314,269,54,238,205,69,704,39,135,460100
"Census Tract 4701.01, Preble County, Ohio",314,0,87,132,95,2550,56,79,848,501,297,502,267,2415,769,456,456,112,396,396,141,984,39,135,470101
"Census Tract 4701.02, Preble County, Ohio",428,57,288,58,25,2807,24,272,1580,392,207,258,74,2511,332,321,268,47,425,385,12,1403,39,135,470102
"Census Tract 4801, Preble County, Ohio",286,23,155,108,0,3179,16,325,1367,747,206,351,167,2838,518,546,546,144,639,624,46,1249,39,135,480100
"Census Tract 301, Putnam County, Ohio",370,152,98,101,19,3001,172,170,1231,405,503,367,153,2659,520,483,466,94,504,466,102,1095,39,137,030100
"Census Tract 302, Putnam County, Ohio",453,51,209,190,3,3844,39,161,1943,469,551,454,227,3644,681,520,499,140,733,720,194,1581,39,137,030200
"Census Tract 303.01, Putnam County, Ohio",372,13,81,245,33,2374,85,197,844,423,223,426,176,2092,602,519,466,252,381,333,122,898,39,137,030301
"Census Tract 303.02, Putnam County, Ohio",268,30,73,101,64,2897,23,145,1090,339,319,636,345,2729,981,321,280,189,425,412,219,1288,39,137,030302
"Census Tract 304, Putnam County, Ohio",238,90,64,55,29,2185,13,51,849,474,279,332,187,2121,519,391,391,121,416,402,108,870,39,137,030400
"Census Tract 305, Putnam County, Ohio",320,81,61,113,65,2249,8,131,799,510,233,284,284,2110,568,354,345,89,516,492,199,776,39,137,030500
"Census Tract 306, Putnam County, Ohio",254,3,49,170,32,2727,26,76,1037,485,405,524,174,2625,698,524,506,271,370,366,195,1161,39,137,030600
"Census Tract 307, Putnam County, Ohio",292,26,63,175,28,3344,22,50,1402,564,623,450,233,3272,683,590,590,199,434,430,175,1600,39,137,030700
"Census Tract 4, Richland County, Ohio",162,6,130,18,8,1426,0,139,701,297,165,96,28,1287,124,348,313,19,325,296,53,533,39,139,000400
"Census Tract 5, Richland County, Ohio",425,27,205,171,22,2216,123,378,805,524,137,194,55,1715,249,460,274,58,351,277,57,929,39,139,000500
"Census Tract 6, Richland County, Ohio",456,95,193,155,13,1631,54,197,808,180,230,128,34,1380,162,280,233,9,346,285,70,790,39,139,000600
"Census Tract 7, Richland County, Ohio",475,55,194,55,171,1572,30,134,620,542,160,86,0,1408,86,417,417,0,410,381,72,441,39,139,000700
"Census Tract 8, Richland County, Ohio",259,12,203,44,0,1593,139,135,810,268,202,30,9,1319,39,359,245,0,284,242,0,614,39,139,000800
"Census Tract 9, Richland County, Ohio",254,18,168,55,13,2920,55,322,1582,682,162,79,38,2543,117,578,507,13,360,305,28,1006,39,139,000900
"Census Tract 10, Richland County, Ohio",867,126,413,328,0,4089,158,396,2091,808,230,327,79,3535,406,892,859,145,659,605,61,1788,39,139,001000
"Census Tract 11, Richland County, Ohio",239,45,111,59,24,1921,32,188,737,426,204,247,87,1701,334,151,145,0,352,281,46,550,39,139,001100
"Census Tract 12, Richland County, Ohio",335,38,94,194,9,2766,88,73,978,484,218,473,452,2605,925,405,371,119,357,357,112,968,39,139,001200
"Census Tract 13, Richland County, Ohio",155,31,65,59,0,2266,0,87,898,435,230,514,102,2179,616,513,507,165,338,315,121,773,39,139,001300
"Census Tract 14, Richland County, Ohio",106,11,37,58,0,1771,20,148,705,433,96,334,35,1603,369,361,324,112,386,386,53,492,39,139,001400
"Census Tract 15, Richland County, Ohio",208,12,53,143,0,1263,150,236,541,159,132,27,18,877,45,245,223,8,258,150,10,400,39,139,001500
"Census Tract 16, Richland County, Ohio",233,118,87,28,0,980,63,333,358,174,47,0,5,584,5,181,147,1,141,94,0,411,39,139,001600
"Census Tract 17, Richland County, Ohio",717,372,225,120,0,4360,117,1201,1491,1153,288,95,15,3042,110,1828,1049,53,1305,1061,39,1085,39,139,001700
"Census Tract 18, Richland County, Ohio",251,33,114,97,7,2645,31,221,1031,667,258,188,249,2393,437,419,419,83,295,279,28,1266,39,139,001800
"Census Tract 19, Richland County, Ohio",399,0,152,231,16,4486,173,255,2012,972,473,410,191,4058,601,942,919,75,722,611,179,1442,39,139,001900
"Census Tract 20, Richland County, Ohio",253,19,141,76,17,3902,125,168,1725,656,377,530,321,3609,851,511,458,166,477,475,104,1509,39,139,002000
"Census Tract 21.01, Richland County, Ohio",289,0,170,85,34,3739,155,183,971,999,204,853,374,3401,1227,468,468,270,429,429,144,1288,39,139,002101
"Census Tract 22, Richland County, Ohio",444,39,170,204,31,4960,91,351,1432,928,691,1009,458,4518,1467,733,665,326,1121,1068,429,1973,39,139,002200
"Census Tract 23, Richland County, Ohio",353,61,29,263,0,4591,81,261,1787,731,427,814,490,4249,1304,697,662,201,657,606,381,1330,39,139,002300
"Census Tract 24, Richland County, Ohio",357,34,113,47,163,4106,63,176,1377,1093,404,544,449,3867,993,593,508,158,630,614,350,1674,39,139,002400
"Census Tract 25, Richland County, Ohio",188,29,70,67,22,3186,64,262,1485,603,371,213,188,2860,401,476,476,63,613,577,127,1155,39,139,002500
"Census Tract 26, Richland County, Ohio",511,85,114,295,17,2934,130,272,1358,584,218,288,84,2532,372,340,340,15,499,413,41,1280,39,139,002600
"Census Tract 27, Richland County, Ohio",293,43,104,124,22,3719,21,257,1710,657,314,334,426,3441,760,245,245,84,449,431,177,1799,39,139,002700
"Census Tract 28, Richland County, Ohio",305,97,98,108,2,2177,210,120,1046,346,172,227,56,1847,283,330,277,55,450,346,60,848,39,139,002800
"Census Tract 29, Richland County, Ohio",331,196,78,57,0,2565,334,176,1098,447,147,179,184,2055,363,459,329,54,486,406,108,941,39,139,002900
"Census Tract 30.01, Richland County, Ohio",443,114,111,218,0,3700,261,163,1395,703,348,651,179,3276,830,466,338,169,466,443,190,1375,39,139,003001
"Census Tract 30.02, Richland County, Ohio",284,99,127,48,10,2335,80,191,1111,382,205,289,77,2064,366,412,391,96,402,344,71,971,39,139,003002
"Census Tract 31, Richland County, Ohio",172,47,86,32,7,1578,105,209,709,329,136,82,8,1264,90,403,338,18,313,255,6,641,39,139,003100
"Census Tract 21.02, Richland County, Ohio",322,43,204,75,0,3289,39,59,897,729,439,713,413,3191,1126,544,544,314,518,518,174,1357,39,139,002102
"Census Tract 9555, Ross County, Ohio",341,57,185,94,5,4321,108,299,1989,933,297,495,200,3914,695,701,647,163,787,779,122,1629,39,141,955500
"Census Tract 9556.03, Ross County, Ohio",455,134,121,191,9,2829,151,137,1426,479,228,334,74,2541,408,365,348,114,832,794,141,1149,39,141,955603
"Census Tract 9556.04, Ross County, Ohio",817,383,308,126,0,5556,192,1103,2316,1128,370,333,114,4261,447,1893,1371,51,1296,973,99,1944,39,141,955604
"Census Tract 9557, Ross County, Ohio",482,38,198,246,0,3466,165,253,1585,815,155,301,192,3048,493,487,437,91,430,347,30,1661,39,141,955700
"Census Tract 9558.01, Ross County, Ohio",319,63,144,99,13,2804,28,85,1342,506,344,275,224,2691,499,602,587,63,565,533,194,997,39,141,955801
"Census Tract 9558.02, Ross County, Ohio",235,0,144,83,8,2395,12,88,1158,518,246,260,113,2295,373,381,381,85,401,357,11,1135,39,141,955802
"Census Tract 9559, Ross County, Ohio",404,151,172,81,0,3342,6,160,1202,815,240,336,583,3176,919,559,522,100,451,402,147,1184,39,141,955900
"Census Tract 9560, Ross County, Ohio",271,34,237,0,0,4248,22,232,1331,974,458,737,494,3994,1231,535,529,89,1144,1128,385,1197,39,141,956000
"Census Tract 9561, Ross County, Ohio",225,42,51,93,39,2403,23,167,756,538,302,427,190,2213,617,354,343,44,315,309,117,860,39,141,956100
"Census Tract 9562, Ross County, Ohio",146,0,74,63,9,1482,35,34,488,497,111,247,70,1413,317,326,312,74,149,140,59,607,39,141,956200
"Census Tract 9563, Ross County, Ohio",355,76,173,63,43,2350,44,187,1120,489,142,210,158,2119,368,551,500,148,342,310,99,903,39,141,956300
"Census Tract 9564, Ross County, Ohio",303,38,133,60,72,2075,96,91,1054,507,129,121,77,1888,198,279,259,0,337,314,106,1000,39,141,956400
"Census Tract 9565, Ross County, Ohio",235,8,178,38,11,2373,49,353,1237,372,232,91,39,1971,130,493,347,8,604,552,32,848,39,141,956500
"Census Tract 9566, Ross County, Ohio",292,81,27,115,69,3611,96,290,1674,671,389,331,160,3225,491,619,587,53,399,366,53,1767,39,141,956600
"Census Tract 9567, Ross County, Ohio",227,0,174,53,0,3730,76,259,1995,540,150,455,255,3395,710,641,641,252,486,486,163,1752,39,141,956700
"Census Tract 9568, Ross County, Ohio",525,124,273,110,18,4435,126,479,2081,748,427,360,214,3830,574,422,406,80,977,907,261,1971,39,141,956800
"Census Tract 9569, Ross County, Ohio",347,52,152,116,27,3086,146,473,1461,451,216,237,102,2467,339,539,436,78,511,433,121,1356,39,141,956900
"Census Tract 9608, Sandusky County, Ohio",319,21,138,144,16,2484,36,187,993,504,373,223,168,2261,391,515,508,135,344,334,108,1162,39,143,960800
"Census Tract 9609, Sandusky County, Ohio",236,75,77,68,16,2182,43,96,811,575,173,324,160,2043,484,236,228,43,233,233,87,1064,39,143,960900
"Census Tract 9610, Sandusky County, Ohio",205,48,90,67,0,2833,23,122,1174,649,277,324,264,2688,588,287,281,93,671,655,144,1174,39,143,961000
"Census Tract 9611, Sandusky County, Ohio",234,17,106,88,23,2857,80,212,1213,671,216,324,141,2565,465,486,453,75,543,468,176,1167,39,143,961100
"Census Tract 9612, Sandusky County, Ohio",273,3,71,148,51,2774,22,198,1024,591,371,366,202,2554,568,360,354,62,419,362,120,1014,39,143,961200
"Census Tract 9613, Sandusky County, Ohio",257,33,157,59,8,3139,54,172,1151,700,336,455,271,2913,726,468,468,197,370,356,74,1116,39,143,961300
"Census Tract 9614, Sandusky County, Ohio",236,109,87,40,0,1712,0,163,612,418,179,213,127,1549,340,348,343,67,452,371,104,667,39,143,961400
"Census Tract 9615, Sandusky County, Ohio",342,18,149,175,0,2743,75,106,1191,727,341,228,75,2562,303,665,663,95,556,545,70,1009,39,143,961500
"Census Tract 9616, Sandusky County, Ohio",228,28,168,32,0,2362,234,219,1101,377,241,154,36,1909,190,408,281,38,559,523,69,715,39,143,961600
"Census Tract 9617, Sandusky County, Ohio",327,80,116,77,54,2042,13,186,819,377,215,301,131,1843,432,375,291,53,429,406,139,729,39,143,961700
"Census Tract 9618, Sandusky County, Ohio",357,48,131,154,24,2849,90,134,1452,577,323,162,111,2625,273,582,569,44,523,479,63,1123,39,143,961800
"Census Tract 9619, Sandusky County, Ohio",360,88,156,43,73,2231,36,100,1021,420,348,208,98,2095,306,249,241,29,367,367,91,951,39,143,961900
"Census Tract 9620, Sandusky County, Ohio",167,0,58,109,0,4569,54,451,1934,1064,520,385,161,4064,546,702,687,98,696,611,196,1892,39,143,962000
"Census Tract 9621, Sandusky County, Ohio",468,38,352,43,35,3355,28,124,1612,580,376,423,212,3203,635,466,466,114,475,474,165,1409,39,143,962100
"Census Tract 9622, Sandusky County, Ohio",426,45,233,138,10,2948,31,210,1394,608,193,352,160,2707,512,470,460,96,399,365,71,1213,39,143,962200
"Census Tract 21, Scioto County, Ohio",421,218,119,84,0,3286,116,355,1249,709,278,384,195,2815,579,514,514,88,563,540,186,1592,39,145,002100
"Census Tract 22, Scioto County, Ohio",561,185,233,131,12,3477,143,646,1236,596,231,396,229,2688,625,1238,777,147,572,444,55,1126,39,145,002200
"Census Tract 23, Scioto County, Ohio",504,63,259,182,0,3039,147,561,1356,511,165,185,114,2331,299,535,515,82,300,272,23,1490,39,145,002300
"Census Tract 24, Scioto County, Ohio",318,50,213,40,15,3780,116,332,1850,702,391,218,171,3332,389,529,450,33,682,601,90,1354,39,145,002400
"Census Tract 25, Scioto County, Ohio",210,16,137,50,7,1623,63,136,621,349,157,171,126,1424,297,268,244,54,322,308,130,576,39,145,002500
"Census Tract 26, Scioto County, Ohio",265,44,115,62,44,2783,106,148,1375,465,227,259,203,2529,462,436,422,81,499,481,91,1059,39,145,002600
"Census Tract 27, Scioto County, Ohio",238,15,131,76,16,3268,76,289,1390,612,386,271,244,2903,515,485,472,134,608,530,160,1208,39,145,002700
"Census Tract 28, Scioto County, Ohio",369,153,113,94,9,3273,56,288,1521,517,359,349,183,2929,532,461,417,66,734,704,130,1394,39,145,002800
"Census Tract 29.01, Scioto County, Ohio",232,46,20,166,0,2901,77,187,1199,526,134,233,545,2637,778,594,483,74,535,513,226,1008,39,145,002901
"Census Tract 29.02, Scioto County, Ohio",215,26,106,83,0,1526,33,119,545,319,96,232,182,1374,414,191,189,86,218,194,78,731,39,145,002902
"Census Tract 30, Scioto County, Ohio",276,27,224,15,10,2733,81,159,1402,582,352,86,71,2493,157,580,448,53,472,468,25,1019,39,145,003000
"Census Tract 31, Scioto County, Ohio",328,23,216,77,12,2141,91,380,1027,302,144,135,62,1670,197,296,239,33,354,297,28,909,39,145,003100
"Census Tract 32, Scioto County, Ohio",100,57,12,25,6,1098,60,146,509,247,57,73,6,892,79,140,132,10,206,154,20,508,39,145,003200
"Census Tract 33, Scioto County, Ohio",105,0,45,32,28,1858,79,21,533,412,294,338,181,1758,519,156,156,80,185,179,37,648,39,145,003300
"Census Tract 34, Scioto County, Ohio",279,81,62,69,67,2344,172,474,880,479,161,136,42,1698,178,516,428,20,433,310,53,857,39,145,003400
"Census Tract 35, Scioto County, Ohio",233,43,50,140,0,1833,115,268,874,375,116,25,60,1450,85,484,439,24,368,331,14,626,39,145,003500
"Census Tract 36, Scioto County, Ohio",832,0,246,577,9,1269,57,172,589,273,5,101,72,1040,173,254,207,66,157,140,26,404,39,145,003600
