NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_059E,S1501_C01_060E,S1501_C01_061E,S1501_C01_062E,S1501_C01_063E,S1501_C01_064E,state,county,tract
"Census Tract 402.01, Madison County, Ohio",286,74,47,140,25,2094,13,110,523,569,196,511,172,1971,683,47216,37837,49375,37279,54034,90350,39,097,040201
"Census Tract 402.02, Madison County, Ohio",305,79,193,27,6,1630,42,223,768,329,65,130,73,1365,203,35333,43393,28438,58409,27396,63542,39,097,040202
"Census Tract 404, Madison County, Ohio",165,23,63,63,16,1929,64,112,831,414,131,330,47,1753,377,40667,25962,33571,43571,60707,73839,39,097,040400
"Census Tract 405, Madison County, Ohio",412,57,187,160,8,3536,75,143,1756,597,362,365,238,3318,603,41002,25625,42780,36078,46705,60250,39,097,040500
"Census Tract 406, Madison County, Ohio",296,19,197,80,0,4243,81,333,1724,795,333,687,290,3829,977,44076,2499,37754,39804,60417,58378,39,097,040600
"Census Tract 407, Madison County, Ohio",156,31,98,27,0,1662,72,210,631,305,239,148,57,1380,205,35668,20875,35219,35436,75833,60903,39,097,040700
"Census Tract 410, Madison County, Ohio",462,187,194,72,9,4620,187,987,1967,1084,235,124,36,3446,160,5691,6442,8341,2499,0,0,39,097,041000
"Census Tract 411, Madison County, Ohio",438,70,208,160,0,3313,100,389,1394,682,173,430,145,2824,575,48045,40650,50060,42635,78431,0,39,097,041100
"Census Tract 412, Madison County, Ohio",192,40,74,63,15,2110,22,163,914,608,78,210,115,1925,325,38838,0,38850,36643,46250,65357,39,097,041200
"Census Tract 413, Madison County, Ohio",179,22,72,50,35,1847,90,152,737,267,176,227,198,1605,425,47014,21184,35272,53125,51923,162933,39,097,041300
"Census Tract 8005.01, Mahoning County, Ohio",113,15,64,34,0,1218,55,347,450,189,63,108,6,816,114,17344,0,20417,14226,38063,0,39,099,800501
"Census Tract 8005.02, Mahoning County, Ohio",76,49,22,5,0,707,20,99,402,134,32,15,5,588,20,10349,16250,9024,11304,0,0,39,099,800502
"Census Tract 8006, Mahoning County, Ohio",207,28,158,21,0,857,69,140,403,143,39,60,3,648,63,20545,0,18750,30750,27202,0,39,099,800600
"Census Tract 8010, Mahoning County, Ohio",122,17,96,9,0,801,10,49,262,243,94,107,36,742,143,23664,0,20170,23125,40708,0,39,099,801000
"Census Tract 8011, Mahoning County, Ohio",275,71,110,94,0,1615,61,212,629,480,121,82,30,1342,112,25928,19688,0,27031,17898,0,39,099,801100
"Census Tract 8012, Mahoning County, Ohio",109,23,33,53,0,865,14,33,436,248,71,59,4,818,63,27333,0,28542,32679,25625,0,39,099,801200
"Census Tract 8013, Mahoning County, Ohio",280,80,92,108,0,1613,77,340,689,307,103,77,20,1196,97,25182,28172,22083,22853,33750,0,39,099,801300
"Census Tract 8014, Mahoning County, Ohio",150,39,79,28,4,1590,56,71,702,332,96,189,144,1463,333,33125,23056,22250,45372,31488,66719,39,099,801400
"Census Tract 8015, Mahoning County, Ohio",153,47,65,41,0,1496,19,51,583,257,119,251,216,1426,467,31402,41875,30568,26959,38676,73309,39,099,801500
"Census Tract 8016, Mahoning County, Ohio",118,88,10,20,0,1398,79,193,598,330,117,71,10,1126,81,20438,13104,28166,21667,0,0,39,099,801600
"Census Tract 8017, Mahoning County, Ohio",108,0,57,51,0,761,43,190,361,123,19,23,2,528,25,27658,27813,20179,53106,2499,0,39,099,801700
"Census Tract 8021, Mahoning County, Ohio",86,33,34,19,0,647,70,85,309,107,23,37,16,492,53,18724,33750,10208,18307,34554,39000,39,099,802100
"Census Tract 8023, Mahoning County, Ohio",34,4,0,30,0,494,63,56,166,159,32,18,0,375,18,20000,0,20938,19375,0,0,39,099,802300
"Census Tract 8024, Mahoning County, Ohio",344,119,151,54,20,1739,9,317,529,579,161,76,68,1413,144,20620,0,23690,18902,0,39191,39,099,802400
"Census Tract 8025, Mahoning County, Ohio",69,11,0,43,15,1077,81,140,369,268,68,99,52,856,151,16123,16410,10156,21734,27000,0,39,099,802500
"Census Tract 8026, Mahoning County, Ohio",94,13,75,6,0,1181,7,135,418,312,77,146,86,1039,232,26591,17986,28229,25250,0,39107,39,099,802600
"Census Tract 8027.01, Mahoning County, Ohio",327,82,76,112,57,2884,4,127,1332,486,236,573,126,2753,699,32443,2499,30991,32305,47125,0,39,099,802701
"Census Tract 8027.02, Mahoning County, Ohio",177,27,67,51,32,2416,23,172,741,581,277,417,205,2221,622,34344,26708,26354,30393,51250,0,39,099,802702
"Census Tract 8028, Mahoning County, Ohio",202,66,92,44,0,2046,0,213,858,508,210,201,56,1833,257,22201,0,17211,38389,43529,81042,39,099,802800
"Census Tract 8029, Mahoning County, Ohio",185,23,141,18,3,1736,137,219,812,318,113,118,19,1380,137,25934,0,25785,34464,40972,0,39,099,802900
"Census Tract 8030, Mahoning County, Ohio",55,9,35,11,0,1405,39,136,719,271,67,173,0,1230,173,24299,33929,20530,26250,31719,0,39,099,803000
"Census Tract 8040, Mahoning County, Ohio",926,10,364,520,32,1182,25,87,495,184,143,201,47,1070,248,24539,17688,0,27978,36875,34226,39,099,804000
"Census Tract 8041, Mahoning County, Ohio",8,0,0,8,0,1234,0,85,424,432,72,83,138,1149,221,21032,0,0,20596,19000,23684,39,099,804100
"Census Tract 106, Lucas County, Ohio",159,67,66,7,19,1132,8,142,359,247,82,172,122,982,294,37527,0,12143,37692,47019,61914,39,095,010600
"Census Tract 8042, Mahoning County, Ohio",292,95,95,77,25,1660,49,85,463,326,80,410,247,1526,657,37663,45417,32943,43565,37574,40598,39,099,804200
"Census Tract 8043, Mahoning County, Ohio",183,45,45,86,7,587,44,36,242,102,65,76,22,507,98,22237,0,23750,17368,0,53000,39,099,804300
"Census Tract 8101, Mahoning County, Ohio",320,82,82,141,15,2736,137,202,1002,698,145,356,196,2397,552,35961,15417,28674,36520,97500,65801,39,099,810100
"Census Tract 8102, Mahoning County, Ohio",100,4,49,47,0,1449,22,301,524,386,131,43,42,1126,85,18409,9303,18750,21143,0,53403,39,099,810200
"Census Tract 8103, Mahoning County, Ohio",129,32,72,25,0,1001,38,97,485,226,48,88,19,866,107,25256,29500,0,35786,20729,0,39,099,810300
"Census Tract 8106, Mahoning County, Ohio",287,75,81,105,26,1685,131,67,746,469,66,159,47,1487,206,27740,11660,35870,25911,36875,0,39,099,810600
"Census Tract 8107, Mahoning County, Ohio",420,32,225,143,20,3941,14,205,2055,644,336,639,48,3722,687,31232,28636,22584,36886,36408,0,39,099,810700
"Census Tract 8108, Mahoning County, Ohio",169,42,110,17,0,1541,54,113,791,223,138,177,45,1374,222,27969,0,21757,30750,46389,84500,39,099,810800
"Census Tract 8109, Mahoning County, Ohio",172,30,83,55,4,1580,0,126,737,330,177,127,83,1454,210,36724,0,31638,36799,54688,55417,39,099,810900
"Census Tract 8110.01, Mahoning County, Ohio",212,22,106,65,19,2973,48,55,839,785,276,665,305,2870,970,44850,26042,30921,40303,60580,60750,39,099,811001
"Census Tract 5088, Summit County, Ohio",540,146,201,133,60,3463,58,305,1372,1172,348,146,62,3100,208,31643,0,0,30679,84167,0,39,153,508800
"Census Tract 5089, Summit County, Ohio",2939,21,139,2589,190,1037,26,11,221,200,184,198,197,1000,395,17666,0,17798,15868,25378,21714,39,153,508900
"Census Tract 5090, Summit County, Ohio",286,33,225,14,14,991,42,229,347,176,162,27,8,720,35,26170,0,21645,23026,0,0,39,153,509000
"Census Tract 5101, Summit County, Ohio",171,64,33,62,12,2016,38,206,794,558,200,186,34,1772,220,23099,22273,21900,31835,18559,0,39,153,510100
"Census Tract 5102, Summit County, Ohio",242,57,100,80,5,2816,75,340,1242,544,185,312,118,2401,430,27626,18375,23250,30547,33229,43409,39,153,510200
"Census Tract 5103.01, Summit County, Ohio",352,236,82,34,0,3947,169,568,1945,491,318,403,53,3210,456,26306,0,26828,24795,40060,0,39,153,510301
"Census Tract 5103.02, Summit County, Ohio",144,9,45,74,16,4449,33,550,1674,842,317,792,241,3866,1033,44940,35739,41339,45789,54107,101719,39,153,510302
"Census Tract 5104, Summit County, Ohio",238,0,87,151,0,2899,90,209,1415,550,152,298,185,2600,483,33426,24152,29792,34459,40962,80438,39,153,510400
"Census Tract 5105, Summit County, Ohio",246,59,90,83,14,2997,143,394,1425,360,307,263,105,2460,368,32343,30705,27192,32472,56678,61250,39,153,510500
"Census Tract 5201.03, Summit County, Ohio",259,40,62,84,73,1715,140,74,639,322,280,177,83,1501,260,31045,0,21267,33778,39514,46000,39,153,520103
"Census Tract 5201.04, Summit County, Ohio",382,47,109,87,139,2815,15,130,1101,621,176,572,200,2670,772,39113,0,33977,38860,44213,53133,39,153,520104
"Census Tract 5201.05, Summit County, Ohio",307,54,149,79,25,3030,270,91,934,658,271,608,198,2669,806,37718,0,32386,35875,46625,50917,39,153,520105
"Census Tract 5201.06, Summit County, Ohio",268,3,85,139,41,2120,43,25,622,316,172,614,328,2052,942,44398,0,27500,41786,60714,55804,39,153,520106
"Census Tract 5202.01, Summit County, Ohio",239,22,11,194,12,2013,0,9,564,448,138,650,204,2004,854,39554,0,31460,40293,59821,78125,39,153,520201
"Census Tract 5202.02, Summit County, Ohio",236,0,146,41,49,3196,164,62,915,565,347,806,337,2970,1143,42827,31210,34528,31635,52254,47664,39,153,520202
"Census Tract 5203.01, Summit County, Ohio",184,13,57,79,35,2515,45,80,658,560,296,607,269,2390,876,42093,0,41875,38375,42476,61429,39,153,520301
"Census Tract 5203.02, Summit County, Ohio",174,7,86,67,14,2934,36,92,782,682,307,610,425,2806,1035,41429,30741,37054,40276,53583,51773,39,153,520302
"Census Tract 5204, Summit County, Ohio",276,26,108,71,71,2995,36,28,1044,587,307,744,249,2931,993,44530,0,42871,47768,48672,45188,39,153,520400
"Census Tract 5205, Summit County, Ohio",236,33,121,82,0,3025,0,90,1039,606,319,668,303,2935,971,42039,54194,38311,33295,45852,51607,39,153,520500
"Census Tract 5206, Summit County, Ohio",203,0,106,49,48,2657,63,126,735,729,393,385,226,2468,611,42949,31174,39255,40439,55417,53393,39,153,520600
"Census Tract 5301.01, Summit County, Ohio",244,0,86,64,94,4367,127,69,614,812,498,1332,915,4171,2247,55176,0,40227,50131,69309,79899,39,153,530101
"Census Tract 5301.03, Summit County, Ohio",413,11,93,299,10,3225,21,91,964,640,200,751,558,3113,1309,51858,31354,44300,43616,52750,73693,39,153,530103
"Census Tract 5301.04, Summit County, Ohio",494,19,143,118,214,5287,0,113,1644,1129,242,1453,706,5174,2159,55237,0,32986,58144,58240,69167,39,153,530104
"Census Tract 5301.05, Summit County, Ohio",136,4,23,90,19,1802,31,179,378,309,214,492,199,1592,691,49329,0,42917,36932,85865,0,39,153,530105
"Census Tract 5301.08, Summit County, Ohio",86,13,12,41,20,3170,41,104,660,374,189,1044,758,3025,1802,61037,31429,30679,55985,70774,84688,39,153,530108
"Census Tract 5304.01, Summit County, Ohio",310,53,140,88,29,2646,77,109,822,612,237,666,123,2460,789,44086,0,48833,34345,53309,61833,39,153,530401
"Census Tract 5304.02, Summit County, Ohio",431,24,148,88,171,2325,36,54,671,377,254,676,257,2235,933,39038,27083,31534,43529,44286,48173,39,153,530402
"Census Tract 5305.01, Summit County, Ohio",436,88,102,212,34,4387,19,78,1314,805,294,1184,693,4290,1877,44040,0,34893,42723,59063,51382,39,153,530501
"Census Tract 5305.02, Summit County, Ohio",131,16,38,49,28,2297,56,78,477,322,139,756,469,2163,1225,49375,39464,29500,42602,61625,86184,39,153,530502
"Census Tract 5306.03, Summit County, Ohio",789,48,169,422,150,2922,3,49,616,572,161,1102,419,2870,1521,42394,0,36583,34666,41487,59233,39,153,530603
"Census Tract 5306.04, Summit County, Ohio",159,22,57,58,22,2466,0,52,499,417,106,838,554,2414,1392,57198,0,38317,38148,67361,70852,39,153,530604
"Census Tract 5306.05, Summit County, Ohio",410,0,104,177,129,3535,27,60,478,748,316,1234,672,3448,1906,58472,0,33700,38125,70375,87369,39,153,530605
"Census Tract 5306.06, Summit County, Ohio",450,0,158,214,78,3970,14,28,812,670,306,1548,592,3928,2140,56538,0,33389,0,69871,90357,39,153,530606
"Census Tract 5307, Summit County, Ohio",152,10,92,32,18,1916,0,13,336,291,141,678,457,1903,1135,57893,0,35250,53819,69423,64125,39,153,530700
"Census Tract 5308, Summit County, Ohio",247,14,110,85,38,5044,54,167,1713,926,302,1114,768,4823,1882,42651,20654,32833,48199,42788,76250,39,153,530800
"Census Tract 5309.01, Summit County, Ohio",193,26,29,120,18,3268,16,166,884,846,326,657,373,3086,1030,38021,26875,32222,47788,47115,51250,39,153,530901
"Census Tract 5309.02, Summit County, Ohio",555,73,174,245,63,5187,140,342,1391,1260,494,1131,429,4705,1560,40041,25880,43234,38179,55417,55893,39,153,530902
"Census Tract 5309.03, Summit County, Ohio",304,32,113,146,13,3414,29,102,1093,838,195,773,384,3283,1157,45244,31627,38173,39653,58029,69722,39,153,530903
"Census Tract 5310.01, Summit County, Ohio",278,45,176,48,9,2409,36,71,1231,348,182,296,245,2302,541,41530,0,35660,40221,44306,71196,39,153,531001
"Census Tract 5310.02, Summit County, Ohio",554,30,381,132,11,4606,115,384,2262,939,531,238,137,4107,375,35112,36250,33975,32344,38750,69250,39,153,531002
"Census Tract 5311.01, Summit County, Ohio",142,0,69,57,16,2226,44,168,836,558,267,272,81,2014,353,38681,35446,0,43324,44688,54643,39,153,531101
"Census Tract 5311.02, Summit County, Ohio",397,25,328,34,10,2923,29,249,1136,525,127,561,296,2645,857,43130,26875,43542,38194,44848,90530,39,153,531102
"Census Tract 5311.03, Summit County, Ohio",327,47,130,90,60,2252,75,59,976,487,148,361,146,2118,507,36332,40341,32778,43125,45819,66964,39,153,531103
"Census Tract 5314.05, Summit County, Ohio",303,18,76,112,97,3098,30,156,890,674,162,876,310,2912,1186,50024,24914,32375,47446,52480,91563,39,153,531405
"Census Tract 5314.06, Summit County, Ohio",297,45,110,142,0,3339,0,88,1050,790,156,769,486,3251,1255,50479,0,30750,34004,67008,88717,39,153,531406
"Census Tract 5314.07, Summit County, Ohio",95,12,12,49,22,1832,16,31,503,334,214,479,255,1785,734,45700,0,35852,40471,83583,85903,39,153,531407
"Census Tract 5315.01, Summit County, Ohio",447,141,126,180,0,2490,19,48,611,625,237,648,302,2423,950,54872,47321,29028,49639,69259,76509,39,153,531501
"Census Tract 1711.02, Cuyahoga County, Ohio",290,0,85,0,205,3002,0,380,641,1141,381,309,150,2622,459,31727,0,26288,30547,40721,81739,39,035,171102
"Census Tract 1711.03, Cuyahoga County, Ohio",268,14,122,132,0,2065,27,188,747,537,244,241,81,1850,322,30154,2499,26786,29429,45625,44286,39,035,171103
"Census Tract 1711.04, Cuyahoga County, Ohio",337,75,116,77,69,3121,25,138,1435,976,288,140,119,2958,259,34922,30917,42651,26449,48667,44722,39,035,171104
"Census Tract 1712.03, Cuyahoga County, Ohio",166,4,88,74,0,2354,17,261,955,625,220,230,46,2076,276,27271,28424,21950,0,37104,0,39,035,171203
"Census Tract 1712.04, Cuyahoga County, Ohio",310,19,137,143,11,1269,0,66,645,263,130,131,34,1203,165,35668,29286,34856,38333,43792,0,39,035,171204
"Census Tract 1712.05, Cuyahoga County, Ohio",85,0,55,13,17,2154,79,158,990,355,257,248,67,1917,315,31733,28581,17103,42391,36550,0,39,035,171205
"Census Tract 1712.06, Cuyahoga County, Ohio",371,0,167,204,0,1400,4,89,542,394,133,185,53,1307,238,38500,53214,32500,44968,37100,35536,39,035,171206
"Census Tract 1721.01, Cuyahoga County, Ohio",131,13,73,38,7,1710,61,63,470,425,127,425,139,1586,564,35705,0,0,41094,49141,60893,39,035,172101
"Census Tract 1721.02, Cuyahoga County, Ohio",163,11,52,62,38,2338,47,73,789,570,140,469,250,2218,719,43208,0,37563,43208,50417,68472,39,035,172102
"Census Tract 1721.04, Cuyahoga County, Ohio",61,32,11,18,0,1176,37,0,277,177,18,502,165,1139,667,44618,0,33508,0,92794,0,39,035,172104
"Census Tract 1721.05, Cuyahoga County, Ohio",173,0,0,0,173,2920,164,135,961,326,175,600,559,2621,1159,31791,23053,27309,50035,56585,0,39,035,172105
"Census Tract 1722.01, Cuyahoga County, Ohio",226,18,41,135,32,2524,124,94,731,696,195,423,261,2306,684,48117,0,40865,47985,44539,61094,39,035,172201
"Census Tract 1722.02, Cuyahoga County, Ohio",237,33,59,64,81,3267,49,103,704,526,350,1016,519,3115,1535,38183,53339,31250,33524,37015,80917,39,035,172202
"Census Tract 1731.03, Cuyahoga County, Ohio",187,27,49,87,24,2122,44,158,563,408,285,473,191,1920,664,45912,0,36944,35743,75358,67083,39,035,173103
"Census Tract 1731.04, Cuyahoga County, Ohio",184,13,56,115,0,3365,58,163,882,889,365,574,434,3144,1008,53198,0,31833,47303,63003,74643,39,035,173104
"Census Tract 1731.05, Cuyahoga County, Ohio",106,0,40,44,22,1685,104,107,390,394,136,321,233,1474,554,51594,23750,60500,48375,51583,79896,39,035,173105
"Census Tract 1731.06, Cuyahoga County, Ohio",276,6,64,155,51,2758,68,94,506,411,102,924,653,2596,1577,57799,35913,42143,35046,67090,72829,39,035,173106
"Census Tract 1731.07, Cuyahoga County, Ohio",57,0,38,6,13,2086,15,198,728,418,111,393,223,1873,616,59531,0,38300,60682,58056,78718,39,035,173107
"Census Tract 1741.03, Cuyahoga County, Ohio",293,59,131,39,64,1891,93,112,650,400,137,335,164,1686,499,47367,0,45680,44609,62188,63571,39,035,174103
"Census Tract 1741.04, Cuyahoga County, Ohio",181,15,46,58,62,1780,96,72,642,299,155,311,205,1612,516,41184,0,26941,42273,57321,78750,39,035,174104
"Census Tract 1741.05, Cuyahoga County, Ohio",313,47,18,193,55,1883,43,35,532,317,162,503,291,1805,794,51000,29531,38500,34844,62031,80799,39,035,174105
"Census Tract 1741.06, Cuyahoga County, Ohio",105,0,8,67,30,2068,44,68,440,481,283,535,217,1956,752,48464,28125,44464,49760,49451,81563,39,035,174106
"Census Tract 1741.07, Cuyahoga County, Ohio",299,30,24,197,48,2661,23,69,797,622,268,636,246,2569,882,50019,37361,30395,60688,46491,80799,39,035,174107
"Census Tract 1742.03, Cuyahoga County, Ohio",191,30,50,81,30,2000,14,34,672,445,148,464,223,1952,687,49566,15179,38412,52000,70833,53281,39,035,174203
"Census Tract 1742.04, Cuyahoga County, Ohio",181,31,58,76,16,2668,63,143,736,814,248,396,268,2462,664,47440,31394,52740,51736,42607,54417,39,035,174204
"Census Tract 1742.05, Cuyahoga County, Ohio",510,97,153,229,31,3506,110,117,935,527,367,888,562,3279,1450,46389,62821,26012,50322,51635,77875,39,035,174205
"Census Tract 1742.06, Cuyahoga County, Ohio",141,22,25,66,28,1867,18,59,739,529,220,206,96,1790,302,34314,6250,36912,27417,52917,51958,39,035,174206
"Census Tract 1742.07, Cuyahoga County, Ohio",248,61,116,61,10,2217,85,91,696,651,153,344,197,2041,541,48403,15625,40234,43036,51833,89886,39,035,174207
"Census Tract 1751.05, Cuyahoga County, Ohio",321,28,33,187,73,3352,71,69,667,771,467,807,500,3212,1307,60417,0,47543,63953,71830,76989,39,035,175105
"Census Tract 1751.06, Cuyahoga County, Ohio",216,20,53,94,49,1985,17,48,448,333,199,648,292,1920,940,51333,14063,40250,48021,59844,68750,39,035,175106
"Census Tract 1751.07, Cuyahoga County, Ohio",209,14,79,86,30,2514,58,39,563,602,233,699,320,2417,1019,50974,0,34211,41632,63456,0,39,035,175107
"Census Tract 1751.08, Cuyahoga County, Ohio",273,0,77,113,83,2053,37,84,529,351,224,633,195,1932,828,50559,0,55063,42604,58288,71964,39,035,175108
"Census Tract 1751.09, Cuyahoga County, Ohio",61,0,0,61,0,1876,51,120,637,242,88,472,266,1705,738,45972,37955,27609,47269,0,0,39,035,175109
"Census Tract 1751.10, Cuyahoga County, Ohio",669,8,194,312,155,3328,76,36,979,758,230,807,442,3216,1249,40125,0,34092,34348,56689,75547,39,035,175110
"Census Tract 1752.01, Cuyahoga County, Ohio",667,50,242,262,113,4461,107,122,1043,984,436,1021,748,4232,1769,47512,0,44743,46157,51250,71547,39,035,175201
"Census Tract 1752.02, Cuyahoga County, Ohio",191,38,34,112,7,2446,36,146,781,512,226,413,332,2264,745,39551,27727,36094,38750,54519,99750,39,035,175202
"Census Tract 1761, Cuyahoga County, Ohio",163,5,64,66,28,1792,0,76,593,330,139,366,288,1716,654,44840,0,37042,33571,65398,94542,39,035,176100
"Census Tract 1762, Cuyahoga County, Ohio",272,39,66,128,39,4143,0,46,1191,1055,437,885,529,4097,1414,48967,0,41039,51913,49833,79560,39,035,176200
"Census Tract 1771.01, Cuyahoga County, Ohio",542,10,229,269,34,3425,121,167,1207,983,401,380,166,3137,546,36021,30735,37465,0,42121,59313,39,035,177101
"Census Tract 1771.03, Cuyahoga County, Ohio",514,66,216,186,46,3219,32,122,1532,595,264,494,180,3065,674,36897,26250,31893,37546,40968,49833,39,035,177103
"Census Tract 1771.04, Cuyahoga County, Ohio",316,97,102,78,39,2140,12,144,885,502,136,290,171,1984,461,42532,25109,40839,44038,47639,53506,39,035,177104
"Census Tract 1772.01, Cuyahoga County, Ohio",294,1,165,121,7,2571,209,116,1022,661,210,320,33,2246,353,37091,38750,32714,38922,39500,34327,39,035,177201
"Census Tract 1772.02, Cuyahoga County, Ohio",232,12,54,129,37,2023,57,133,809,607,118,193,106,1833,299,39563,24868,25469,48098,50282,78125,39,035,177202
"Census Tract 1773.02, Cuyahoga County, Ohio",110,34,33,43,0,1858,67,118,768,397,108,296,104,1673,400,43889,26756,41339,44250,58143,61635,39,035,177302
"Census Tract 1773.03, Cuyahoga County, Ohio",342,63,135,90,54,3589,100,195,1290,915,286,537,266,3294,803,40510,0,30893,42216,49512,0,39,035,177303
"Census Tract 1773.04, Cuyahoga County, Ohio",425,116,97,135,77,2426,39,276,734,592,218,436,131,2111,567,40035,0,26116,39250,47500,80231,39,035,177304
"Census Tract 37, Hamilton County, Ohio",299,42,98,159,0,1105,22,176,381,224,79,187,36,907,223,39440,0,0,0,53281,0,39,061,003700
"Census Tract 38, Hamilton County, Ohio",240,16,74,134,16,1236,15,117,399,372,33,196,104,1104,300,31918,8824,32391,31595,0,46016,39,061,003800
"Census Tract 39, Hamilton County, Ohio",116,18,0,91,7,1186,7,161,485,241,105,98,89,1018,187,33553,40556,32388,27000,40865,52981,39,061,003900
"Census Tract 40, Hamilton County, Ohio",184,20,51,106,7,1457,11,56,461,267,78,413,171,1390,584,36426,24333,0,25915,49700,56667,39,061,004000
"Census Tract 41, Hamilton County, Ohio",125,37,10,48,30,1119,75,31,150,93,108,457,205,1013,662,58500,21319,0,32120,81307,96528,39,061,004100
"Census Tract 42, Hamilton County, Ohio",88,0,28,20,40,1555,31,23,123,273,69,470,566,1501,1036,53464,0,0,36548,54333,56333,39,061,004200
"Census Tract 46.02, Hamilton County, Ohio",530,0,260,202,68,2885,102,14,534,525,261,858,591,2769,1449,51240,0,26726,0,54203,62269,39,061,004602
"Census Tract 46.03, Hamilton County, Ohio",396,9,31,316,40,2580,61,145,501,539,274,753,307,2374,1060,42268,42663,19547,41105,58043,58125,39,061,004603
"Census Tract 46.04, Hamilton County, Ohio",510,30,279,115,86,2254,55,96,377,526,205,578,417,2103,995,44622,0,26618,38229,42500,83077,39,061,004604
"Census Tract 46.05, Hamilton County, Ohio",125,0,22,15,88,1797,0,46,279,322,79,737,334,1751,1071,53682,0,31579,40179,60515,80793,39,061,004605
"Census Tract 47.03, Hamilton County, Ohio",587,20,189,132,246,2502,35,43,187,272,280,980,705,2424,1685,58553,40179,39931,50875,67214,91667,39,061,004703
"Census Tract 48, Hamilton County, Ohio",157,21,21,58,57,2400,0,0,55,126,39,969,1211,2400,2180,85903,0,0,48625,68112,129821,39,061,004800
"Census Tract 49, Hamilton County, Ohio",374,0,108,101,165,4712,4,17,342,249,232,1893,1975,4691,3868,81780,0,31293,64063,85599,87315,39,061,004900
"Census Tract 50, Hamilton County, Ohio",354,0,34,56,264,3556,24,4,390,299,57,1434,1348,3528,2782,61481,0,0,60105,60583,85663,39,061,005000
"Census Tract 51, Hamilton County, Ohio",194,15,21,19,139,1736,10,2,91,100,42,720,771,1724,1491,63319,0,32672,16250,60592,105509,39,061,005100
"Census Tract 52, Hamilton County, Ohio",391,0,32,93,266,2402,17,36,185,287,88,1031,758,2349,1789,55282,0,0,39630,58125,60486,39,061,005200
"Census Tract 53.01, Hamilton County, Ohio",366,37,87,12,230,3036,61,56,298,368,97,1265,891,2919,2156,60670,0,31189,51181,54818,71700,39,061,005301
"Census Tract 53.02, Hamilton County, Ohio",235,0,70,76,89,2753,30,32,343,238,142,1060,908,2691,1968,66118,0,30682,34865,82950,68750,39,061,005302
"Census Tract 55, Hamilton County, Ohio",313,20,48,88,157,2992,31,196,869,503,245,761,387,2765,1148,37522,0,22391,35069,44438,61336,39,061,005500
"Census Tract 56, Hamilton County, Ohio",434,11,131,178,114,4211,27,308,804,836,549,1165,522,3876,1687,37340,36089,20909,26538,51244,52500,39,061,005600
"Census Tract 57.01, Hamilton County, Ohio",131,2,25,42,62,2337,18,258,360,354,85,724,538,2061,1262,55446,0,37500,30921,66968,63125,39,061,005701
"Census Tract 57.02, Hamilton County, Ohio",133,0,30,20,83,2940,106,177,367,463,411,854,562,2657,1416,46818,26489,40278,36484,58854,64484,39,061,005702
"Census Tract 58, Hamilton County, Ohio",399,0,197,162,40,3800,59,199,752,1090,497,690,513,3542,1203,40548,0,22627,43500,50912,67946,39,061,005800
"Census Tract 59, Hamilton County, Ohio",94,12,22,13,47,849,0,29,130,121,128,278,163,820,441,43824,0,36964,21987,63056,83317,39,061,005900
"Census Tract 60, Hamilton County, Ohio",619,55,346,146,72,3548,47,453,1324,694,204,541,285,3048,826,37571,0,38501,30218,47365,62742,39,061,006000
"Census Tract 61, Hamilton County, Ohio",283,72,133,78,0,1827,248,281,614,353,119,166,46,1298,212,26434,16045,24313,30393,41458,68750,39,061,006100
"Census Tract 63, Hamilton County, Ohio",200,30,56,114,0,2493,30,224,839,735,309,236,120,2239,356,31743,12118,29947,31458,40938,82250,39,061,006300
"Census Tract 64, Hamilton County, Ohio",145,54,85,6,0,2639,80,301,665,708,320,503,62,2258,565,31109,32733,26531,26118,36036,0,39,061,006400
"Census Tract 65.01, Hamilton County, Ohio",1763,0,1062,701,0,1102,6,9,24,125,50,172,716,1087,888,53679,0,0,33349,54213,56853,39,061,006501
"Census Tract 65.02, Hamilton County, Ohio",185,0,109,41,35,2193,91,149,483,280,97,484,609,1953,1093,45000,0,19281,58281,57368,62350,39,061,006502
"Census Tract 66, Hamilton County, Ohio",444,45,140,259,0,1289,90,252,506,243,44,71,83,947,154,20043,0,20161,0,49492,55125,39,061,006600
"Census Tract 68, Hamilton County, Ohio",389,110,156,123,0,2768,172,361,681,790,277,209,278,2235,487,23415,12210,29650,0,43859,45750,39,061,006800
"Census Tract 69, Hamilton County, Ohio",245,22,125,86,12,1728,111,189,465,452,131,228,152,1428,380,33887,9508,27765,31588,57962,0,39,061,006900
"Census Tract 70, Hamilton County, Ohio",480,9,70,259,142,1519,0,118,184,164,45,419,589,1401,1008,37315,0,30725,21324,53234,75833,39,061,007000
"Census Tract 71, Hamilton County, Ohio",294,34,10,154,96,2597,14,51,175,275,121,874,1087,2532,1961,52929,0,0,30865,48281,72875,39,061,007100
"Census Tract 72, Hamilton County, Ohio",677,30,215,208,224,1530,48,43,72,238,137,451,541,1439,992,32280,0,33523,27837,37656,51250,39,061,007200
