NAME,B01003_001E,B11005_001E,B11005_002E,B11005_012E,B11005_017E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,state,county,tract
"Census Tract 9261, Fayette County, Ohio",5130.0,2029.0,692.0,623.0,714.0,396.0,3465.0,932.0,288.0,871.0,577.0,482.0,195.0,21.0,99.0,39,047,926100
"Census Tract 9262, Fayette County, Ohio",4743.0,2113.0,660.0,742.0,711.0,362.0,3568.0,491.0,428.0,593.0,527.0,728.0,386.0,106.0,309.0,39,047,926200
"Census Tract 9263, Fayette County, Ohio",3719.0,1544.0,548.0,529.0,467.0,241.0,2724.0,424.0,364.0,456.0,542.0,350.0,145.0,59.0,384.0,39,047,926300
"Census Tract 9264, Fayette County, Ohio",4432.0,1650.0,565.0,601.0,484.0,407.0,2928.0,280.0,273.0,354.0,461.0,531.0,489.0,165.0,375.0,39,047,926400
"Census Tract 1.10, Franklin County, Ohio",3489.0,1802.0,319.0,543.0,940.0,191.0,2990.0,253.0,132.0,307.0,155.0,542.0,415.0,274.0,912.0,39,049,000110
"Census Tract 1.20, Franklin County, Ohio",3276.0,1659.0,319.0,494.0,846.0,218.0,2712.0,275.0,99.0,282.0,183.0,392.0,256.0,207.0,1018.0,39,049,000120
"Census Tract 2.10, Franklin County, Ohio",3251.0,1540.0,275.0,482.0,783.0,283.0,2551.0,176.0,131.0,312.0,296.0,429.0,180.0,173.0,854.0,39,049,000210
"Census Tract 2.20, Franklin County, Ohio",4013.0,1796.0,416.0,931.0,449.0,138.0,3290.0,329.0,295.0,263.0,265.0,309.0,389.0,172.0,1268.0,39,049,000220
"Census Tract 3.10, Franklin County, Ohio",3156.0,1299.0,354.0,330.0,615.0,196.0,2314.0,357.0,320.0,463.0,307.0,441.0,208.0,27.0,191.0,39,049,000310
"Census Tract 3.20, Franklin County, Ohio",2979.0,1179.0,336.0,392.0,451.0,385.0,2144.0,431.0,172.0,256.0,594.0,344.0,192.0,131.0,24.0,39,049,000320
"Census Tract 3.30, Franklin County, Ohio",2715.0,1028.0,273.0,283.0,472.0,408.0,1786.0,448.0,238.0,450.0,192.0,284.0,110.0,35.0,29.0,39,049,000330
"Census Tract 4.10, Franklin County, Ohio",2378.0,1101.0,210.0,194.0,697.0,100.0,1976.0,138.0,47.0,233.0,197.0,451.0,417.0,121.0,372.0,39,049,000410
"Census Tract 4.20, Franklin County, Ohio",3577.0,1578.0,411.0,497.0,670.0,114.0,2881.0,260.0,166.0,157.0,381.0,571.0,371.0,209.0,766.0,39,049,000420
"Census Tract 5, Franklin County, Ohio",4447.0,1985.0,342.0,462.0,1181.0,259.0,3515.0,252.0,165.0,660.0,750.0,517.0,445.0,133.0,593.0,39,049,000500
"Census Tract 6, Franklin County, Ohio",3731.0,1682.0,195.0,391.0,1096.0,97.0,3487.0,628.0,323.0,723.0,473.0,437.0,416.0,192.0,295.0,39,049,000600
"Census Tract 7.10, Franklin County, Ohio",3846.0,1480.0,568.0,410.0,502.0,331.0,2259.0,319.0,260.0,459.0,453.0,438.0,222.0,34.0,74.0,39,049,000710
"Census Tract 317, Fairfield County, Ohio",3767.0,1455.0,524.0,342.0,589.0,198.0,2793.0,421.0,654.0,588.0,519.0,359.0,157.0,85.0,10.0,39,045,031700
"Census Tract 7.20, Franklin County, Ohio",2667.0,1024.0,379.0,245.0,400.0,337.0,1613.0,557.0,222.0,332.0,170.0,179.0,75.0,28.0,50.0,39,049,000720
"Census Tract 7.30, Franklin County, Ohio",3949.0,1318.0,494.0,367.0,457.0,402.0,2225.0,818.0,493.0,300.0,263.0,200.0,97.0,28.0,26.0,39,049,000730
"Census Tract 8.10, Franklin County, Ohio",2928.0,1180.0,373.0,232.0,575.0,380.0,1856.0,361.0,253.0,283.0,351.0,277.0,198.0,46.0,87.0,39,049,000810
"Census Tract 8.20, Franklin County, Ohio",3191.0,1427.0,506.0,367.0,554.0,269.0,2368.0,401.0,261.0,508.0,411.0,273.0,150.0,257.0,107.0,39,049,000820
"Census Tract 9.10, Franklin County, Ohio",3696.0,1276.0,413.0,269.0,594.0,295.0,2570.0,698.0,454.0,572.0,318.0,316.0,106.0,45.0,61.0,39,049,000910
"Census Tract 9.20, Franklin County, Ohio",2396.0,672.0,282.0,237.0,153.0,572.0,1157.0,321.0,168.0,231.0,208.0,178.0,25.0,7.0,19.0,39,049,000920
"Census Tract 10, Franklin County, Ohio",5650.0,1984.0,66.0,305.0,1613.0,461.0,5097.0,1739.0,567.0,1098.0,678.0,279.0,362.0,98.0,276.0,39,049,001000
"Census Tract 11.10, Franklin County, Ohio",2912.0,920.0,0.0,82.0,838.0,360.0,2552.0,1418.0,397.0,352.0,146.0,92.0,97.0,30.0,20.0,39,049,001110
"Census Tract 11.21, Franklin County, Ohio",10373.0,47.0,0.0,0.0,47.0,1829.0,8544.0,7859.0,326.0,198.0,129.0,11.0,21.0,0.0,0.0,39,049,001121
"Census Tract 11.22, Franklin County, Ohio",3000.0,582.0,70.0,127.0,385.0,674.0,2265.0,1528.0,123.0,210.0,76.0,99.0,79.0,13.0,137.0,39,049,001122
"Census Tract 9166, Huron County, Ohio",4557.0,1727.0,617.0,663.0,447.0,521.0,3103.0,545.0,283.0,643.0,343.0,501.0,425.0,91.0,272.0,39,077,916600
"Census Tract 9572, Jackson County, Ohio",4938.0,1998.0,752.0,652.0,594.0,515.0,3199.0,681.0,392.0,694.0,282.0,305.0,360.0,272.0,213.0,39,079,957200
"Census Tract 9573, Jackson County, Ohio",3557.0,1572.0,403.0,527.0,642.0,435.0,2424.0,356.0,252.0,394.0,501.0,475.0,197.0,105.0,144.0,39,079,957300
"Census Tract 9574, Jackson County, Ohio",5315.0,1963.0,647.0,895.0,421.0,451.0,3806.0,610.0,502.0,795.0,408.0,712.0,414.0,76.0,289.0,39,079,957400
"Census Tract 9575, Jackson County, Ohio",5755.0,2531.0,694.0,1017.0,820.0,247.0,4516.0,814.0,501.0,858.0,652.0,667.0,603.0,142.0,279.0,39,079,957500
"Census Tract 9576, Jackson County, Ohio",2691.0,1061.0,325.0,294.0,442.0,276.0,1942.0,269.0,391.0,309.0,349.0,334.0,88.0,15.0,187.0,39,079,957600
"Census Tract 9577, Jackson County, Ohio",5053.0,1962.0,693.0,781.0,488.0,548.0,3546.0,480.0,378.0,806.0,396.0,807.0,297.0,113.0,269.0,39,079,957700
"Census Tract 9578, Jackson County, Ohio",5131.0,1884.0,635.0,868.0,381.0,546.0,3599.0,614.0,344.0,642.0,559.0,512.0,288.0,94.0,546.0,39,079,957800
"Census Tract 2, Jefferson County, Ohio",3288.0,1095.0,83.0,115.0,897.0,501.0,2704.0,1665.0,419.0,327.0,99.0,163.0,10.0,0.0,21.0,39,081,000200
"Census Tract 4, Jefferson County, Ohio",2711.0,966.0,339.0,168.0,459.0,346.0,1848.0,688.0,127.0,438.0,252.0,193.0,100.0,17.0,33.0,39,081,000400
"Census Tract 6, Jefferson County, Ohio",2187.0,1102.0,160.0,435.0,507.0,86.0,1846.0,234.0,186.0,348.0,306.0,172.0,255.0,139.0,206.0,39,081,000600
"Census Tract 10, Jefferson County, Ohio",2317.0,1074.0,97.0,546.0,431.0,138.0,2058.0,392.0,213.0,411.0,299.0,256.0,179.0,136.0,172.0,39,081,001000
"Census Tract 12, Jefferson County, Ohio",4823.0,2004.0,645.0,723.0,636.0,419.0,3545.0,446.0,428.0,527.0,485.0,640.0,433.0,131.0,455.0,39,081,001200
"Census Tract 13, Jefferson County, Ohio",1285.0,543.0,125.0,196.0,222.0,205.0,808.0,187.0,149.0,119.0,114.0,45.0,79.0,38.0,77.0,39,081,001300
"Census Tract 14, Jefferson County, Ohio",3399.0,1575.0,379.0,493.0,703.0,326.0,2601.0,302.0,278.0,311.0,448.0,737.0,231.0,96.0,198.0,39,081,001400
"Census Tract 110, Jefferson County, Ohio",1785.0,719.0,226.0,339.0,154.0,230.0,1269.0,316.0,145.0,141.0,200.0,157.0,124.0,17.0,169.0,39,081,011000
"Census Tract 111, Jefferson County, Ohio",2786.0,1167.0,266.0,499.0,402.0,316.0,1987.0,388.0,170.0,376.0,409.0,225.0,153.0,42.0,224.0,39,081,011100
"Census Tract 112, Jefferson County, Ohio",2317.0,1068.0,212.0,296.0,560.0,226.0,1639.0,351.0,252.0,345.0,114.0,252.0,93.0,42.0,190.0,39,081,011200
"Census Tract 113, Jefferson County, Ohio",2464.0,1020.0,308.0,287.0,425.0,315.0,1619.0,149.0,202.0,254.0,312.0,285.0,186.0,113.0,118.0,39,081,011300
"Census Tract 114.01, Jefferson County, Ohio",3772.0,1622.0,352.0,763.0,507.0,392.0,2858.0,501.0,265.0,430.0,581.0,393.0,261.0,64.0,363.0,39,081,011401
"Census Tract 114.02, Jefferson County, Ohio",3833.0,1599.0,372.0,762.0,465.0,369.0,2961.0,549.0,248.0,569.0,437.0,503.0,273.0,130.0,252.0,39,081,011402
"Census Tract 115, Jefferson County, Ohio",4958.0,1933.0,514.0,1003.0,416.0,504.0,3610.0,624.0,337.0,578.0,393.0,539.0,302.0,297.0,540.0,39,081,011500
"Census Tract 117, Jefferson County, Ohio",4398.0,1834.0,387.0,872.0,575.0,337.0,3261.0,547.0,195.0,554.0,427.0,641.0,333.0,125.0,439.0,39,081,011700
"Census Tract 118, Jefferson County, Ohio",3456.0,1545.0,439.0,615.0,491.0,341.0,2645.0,464.0,184.0,552.0,421.0,417.0,214.0,128.0,265.0,39,081,011800
"Census Tract 119, Jefferson County, Ohio",3490.0,1380.0,336.0,696.0,348.0,578.0,2326.0,418.0,241.0,520.0,337.0,392.0,159.0,83.0,176.0,39,081,011900
"Census Tract 120, Jefferson County, Ohio",3049.0,1274.0,329.0,542.0,403.0,326.0,2273.0,384.0,291.0,501.0,395.0,223.0,120.0,93.0,266.0,39,081,012000
"Census Tract 121, Jefferson County, Ohio",2649.0,1071.0,320.0,452.0,299.0,292.0,1952.0,301.0,238.0,326.0,281.0,270.0,219.0,91.0,226.0,39,081,012100
"Census Tract 122, Jefferson County, Ohio",1849.0,817.0,163.0,394.0,260.0,152.0,1401.0,191.0,141.0,346.0,183.0,197.0,157.0,57.0,129.0,39,081,012200
"Census Tract 123, Jefferson County, Ohio",2243.0,1015.0,227.0,352.0,436.0,194.0,1653.0,246.0,196.0,354.0,240.0,299.0,158.0,39.0,121.0,39,081,012300
"Census Tract 124, Jefferson County, Ohio",2884.0,1118.0,366.0,349.0,403.0,405.0,1708.0,509.0,250.0,284.0,164.0,273.0,77.0,27.0,124.0,39,081,012400
"Census Tract 67, Knox County, Ohio",5337.0,1794.0,609.0,653.0,532.0,547.0,3256.0,512.0,400.0,474.0,580.0,544.0,437.0,113.0,196.0,39,083,006700
"Census Tract 68.01, Knox County, Ohio",5668.0,2231.0,673.0,1039.0,519.0,307.0,4489.0,543.0,410.0,650.0,422.0,706.0,924.0,230.0,604.0,39,083,006801
"Census Tract 68.02, Knox County, Ohio",4638.0,1733.0,587.0,813.0,333.0,519.0,3150.0,338.0,303.0,615.0,401.0,598.0,248.0,298.0,349.0,39,083,006802
"Census Tract 69, Knox County, Ohio",5160.0,2109.0,636.0,844.0,629.0,391.0,3835.0,587.0,300.0,562.0,504.0,886.0,537.0,139.0,320.0,39,083,006900
"Census Tract 70, Knox County, Ohio",3224.0,1144.0,350.0,629.0,165.0,260.0,2289.0,330.0,192.0,329.0,374.0,391.0,208.0,115.0,350.0,39,083,007000
"Census Tract 71, Knox County, Ohio",3565.0,1489.0,482.0,421.0,586.0,257.0,2522.0,652.0,264.0,436.0,487.0,257.0,203.0,74.0,149.0,39,083,007100
"Census Tract 72, Knox County, Ohio",4821.0,1951.0,643.0,525.0,783.0,327.0,3484.0,610.0,306.0,811.0,450.0,459.0,544.0,84.0,220.0,39,083,007200
"Census Tract 73.01, Knox County, Ohio",3210.0,693.0,104.0,247.0,342.0,277.0,2725.0,1623.0,124.0,143.0,123.0,203.0,170.0,74.0,265.0,39,083,007301
"Census Tract 73.02, Knox County, Ohio",3523.0,1450.0,422.0,590.0,438.0,236.0,2838.0,328.0,363.0,452.0,302.0,754.0,193.0,49.0,397.0,39,083,007302
"Census Tract 74, Knox County, Ohio",6198.0,2239.0,890.0,859.0,490.0,543.0,4112.0,547.0,367.0,733.0,602.0,461.0,830.0,186.0,386.0,39,083,007400
"Census Tract 75, Knox County, Ohio",4161.0,1250.0,475.0,394.0,381.0,341.0,3275.0,1181.0,307.0,480.0,475.0,342.0,193.0,96.0,201.0,39,083,007500
"Census Tract 76, Knox County, Ohio",5186.0,2226.0,525.0,985.0,716.0,394.0,4209.0,1170.0,345.0,577.0,775.0,647.0,263.0,126.0,306.0,39,083,007600
"Census Tract 77.01, Knox County, Ohio",3407.0,1383.0,423.0,503.0,457.0,207.0,2597.0,323.0,247.0,374.0,358.0,424.0,276.0,295.0,300.0,39,083,007701
"Census Tract 77.02, Knox County, Ohio",3678.0,1335.0,478.0,344.0,513.0,181.0,2616.0,341.0,224.0,180.0,245.0,435.0,364.0,149.0,678.0,39,083,007702
"Census Tract 2001, Lake County, Ohio",1784.0,932.0,131.0,312.0,489.0,127.0,1491.0,155.0,89.0,297.0,253.0,181.0,100.0,66.0,350.0,39,085,200100
"Census Tract 2002, Lake County, Ohio",2441.0,1160.0,316.0,278.0,566.0,73.0,1934.0,211.0,133.0,340.0,347.0,472.0,103.0,192.0,136.0,39,085,200200
"Census Tract 2003, Lake County, Ohio",3263.0,1257.0,409.0,386.0,462.0,286.0,2329.0,289.0,306.0,327.0,294.0,435.0,347.0,118.0,213.0,39,085,200300
"Census Tract 1102.01, Montgomery County, Ohio",4525.0,1995.0,483.0,924.0,588.0,363.0,3553.0,505.0,211.0,408.0,430.0,536.0,352.0,195.0,916.0,39,113,110201
"Census Tract 1102.02, Montgomery County, Ohio",3342.0,1404.0,358.0,534.0,512.0,220.0,2568.0,320.0,228.0,535.0,301.0,463.0,292.0,105.0,324.0,39,113,110202
"Census Tract 1150.02, Montgomery County, Ohio",4102.0,1653.0,573.0,546.0,534.0,246.0,2993.0,484.0,194.0,349.0,453.0,577.0,345.0,135.0,456.0,39,113,115002
"Census Tract 1150.11, Montgomery County, Ohio",5113.0,2518.0,510.0,676.0,1332.0,414.0,3873.0,510.0,327.0,448.0,545.0,1062.0,405.0,117.0,459.0,39,113,115011
"Census Tract 1150.12, Montgomery County, Ohio",5436.0,2145.0,677.0,714.0,754.0,353.0,4078.0,362.0,469.0,656.0,347.0,473.0,412.0,208.0,1151.0,39,113,115012
"Census Tract 1201.01, Montgomery County, Ohio",4994.0,2128.0,501.0,1125.0,502.0,275.0,3862.0,284.0,284.0,283.0,678.0,695.0,668.0,279.0,691.0,39,113,120101
"Census Tract 1201.02, Montgomery County, Ohio",4847.0,1764.0,621.0,733.0,410.0,330.0,3436.0,473.0,197.0,440.0,409.0,643.0,327.0,181.0,766.0,39,113,120102
"Census Tract 1201.03, Montgomery County, Ohio",3017.0,1284.0,408.0,351.0,525.0,269.0,2227.0,365.0,231.0,436.0,174.0,458.0,198.0,86.0,279.0,39,113,120103
"Census Tract 1250, Montgomery County, Ohio",6313.0,2584.0,850.0,854.0,880.0,378.0,4690.0,631.0,405.0,579.0,736.0,723.0,920.0,132.0,564.0,39,113,125000
"Census Tract 1251.02, Montgomery County, Ohio",6001.0,2857.0,625.0,934.0,1298.0,343.0,4471.0,531.0,530.0,700.0,662.0,957.0,530.0,246.0,315.0,39,113,125102
"Census Tract 1251.03, Montgomery County, Ohio",2793.0,1303.0,315.0,512.0,476.0,131.0,2258.0,285.0,124.0,273.0,303.0,503.0,201.0,125.0,444.0,39,113,125103
"Census Tract 1251.04, Montgomery County, Ohio",4920.0,1771.0,564.0,628.0,579.0,267.0,3483.0,585.0,184.0,387.0,477.0,418.0,373.0,250.0,809.0,39,113,125104
"Census Tract 1301.01, Montgomery County, Ohio",2608.0,1047.0,258.0,548.0,241.0,266.0,1942.0,285.0,161.0,309.0,336.0,308.0,195.0,95.0,253.0,39,113,130101
"Census Tract 1301.02, Montgomery County, Ohio",6268.0,2841.0,761.0,1004.0,1076.0,370.0,4701.0,599.0,325.0,745.0,661.0,997.0,513.0,332.0,529.0,39,113,130102
"Census Tract 1401, Montgomery County, Ohio",5976.0,2523.0,611.0,1202.0,710.0,271.0,4680.0,697.0,469.0,726.0,637.0,897.0,452.0,361.0,441.0,39,113,140100
"Census Tract 1501, Montgomery County, Ohio",6313.0,2489.0,743.0,1099.0,647.0,726.0,4474.0,687.0,273.0,870.0,679.0,688.0,494.0,292.0,491.0,39,113,150100
"Census Tract 1601, Montgomery County, Ohio",2136.0,801.0,273.0,390.0,138.0,207.0,1497.0,216.0,55.0,167.0,145.0,209.0,162.0,189.0,354.0,39,113,160100
"Census Tract 1650, Montgomery County, Ohio",6280.0,2528.0,909.0,1059.0,560.0,360.0,4840.0,1001.0,250.0,393.0,618.0,965.0,621.0,194.0,798.0,39,113,165000
"Census Tract 1651, Montgomery County, Ohio",2488.0,979.0,440.0,83.0,456.0,318.0,1311.0,480.0,272.0,161.0,152.0,110.0,14.0,23.0,99.0,39,113,165100
"Census Tract 1652, Montgomery County, Ohio",1579.0,1108.0,71.0,88.0,949.0,50.0,1392.0,255.0,159.0,456.0,249.0,58.0,76.0,5.0,134.0,39,113,165200
"Census Tract 9800, Montgomery County, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,113,980000
"Census Tract 9688, Morgan County, Ohio",2979.0,1363.0,261.0,719.0,383.0,354.0,2276.0,417.0,280.0,447.0,284.0,350.0,256.0,52.0,190.0,39,115,968800
"Census Tract 9689, Morgan County, Ohio",4136.0,1696.0,511.0,520.0,665.0,392.0,3002.0,614.0,322.0,789.0,438.0,336.0,314.0,76.0,113.0,39,115,968900
"Census Tract 9690, Morgan County, Ohio",3852.0,1607.0,428.0,636.0,543.0,404.0,2887.0,579.0,461.0,511.0,389.0,465.0,192.0,74.0,216.0,39,115,969000
"Census Tract 9691, Morgan County, Ohio",3590.0,1410.0,499.0,511.0,400.0,415.0,2381.0,473.0,216.0,485.0,329.0,370.0,211.0,86.0,211.0,39,115,969100
"Census Tract 9650, Morrow County, Ohio",4282.0,1754.0,503.0,718.0,533.0,413.0,3177.0,379.0,284.0,534.0,501.0,689.0,316.0,215.0,259.0,39,117,965000
"Census Tract 9651, Morrow County, Ohio",5984.0,1958.0,691.0,860.0,407.0,787.0,4104.0,773.0,297.0,508.0,619.0,610.0,793.0,92.0,412.0,39,117,965100
"Census Tract 9652.01, Morrow County, Ohio",5460.0,1993.0,781.0,646.0,566.0,480.0,3814.0,776.0,246.0,819.0,518.0,580.0,473.0,126.0,276.0,39,117,965201
"Census Tract 9652.02, Morrow County, Ohio",1706.0,754.0,175.0,199.0,380.0,64.0,1343.0,96.0,115.0,144.0,137.0,257.0,236.0,203.0,155.0,39,117,965202
"Census Tract 9653, Morrow County, Ohio",6183.0,2521.0,778.0,979.0,764.0,422.0,4849.0,594.0,690.0,594.0,810.0,1186.0,553.0,135.0,287.0,39,117,965300
"Census Tract 9654.01, Morrow County, Ohio",2399.0,827.0,323.0,363.0,141.0,102.0,1874.0,205.0,230.0,265.0,221.0,510.0,214.0,61.0,168.0,39,117,965401
"Census Tract 9654.02, Morrow County, Ohio",3723.0,1192.0,489.0,547.0,156.0,355.0,2640.0,304.0,260.0,362.0,503.0,353.0,409.0,189.0,260.0,39,117,965402
"Census Tract 9655.01, Morrow County, Ohio",3102.0,1143.0,408.0,560.0,175.0,198.0,2263.0,258.0,214.0,361.0,343.0,362.0,218.0,90.0,417.0,39,117,965501
"Census Tract 9655.02, Morrow County, Ohio",2309.0,922.0,294.0,398.0,230.0,286.0,1630.0,237.0,118.0,173.0,232.0,319.0,227.0,99.0,225.0,39,117,965502
"Census Tract 9110, Muskingum County, Ohio",4951.0,1712.0,546.0,797.0,369.0,353.0,3469.0,462.0,433.0,621.0,471.0,744.0,325.0,137.0,276.0,39,119,911000
"Census Tract 9111, Muskingum County, Ohio",5748.0,2088.0,727.0,829.0,532.0,507.0,3914.0,656.0,471.0,644.0,409.0,498.0,489.0,188.0,559.0,39,119,911100
"Census Tract 9112.01, Muskingum County, Ohio",2845.0,1041.0,259.0,466.0,316.0,228.0,2073.0,389.0,269.0,311.0,266.0,244.0,245.0,144.0,205.0,39,119,911201
"Census Tract 9112.02, Muskingum County, Ohio",3560.0,1380.0,413.0,612.0,355.0,202.0,2517.0,174.0,260.0,347.0,510.0,302.0,370.0,168.0,386.0,39,119,911202
"Census Tract 9113, Muskingum County, Ohio",6159.0,2463.0,697.0,917.0,849.0,303.0,4622.0,821.0,257.0,834.0,652.0,807.0,433.0,47.0,771.0,39,119,911300
"Census Tract 9114, Muskingum County, Ohio",3912.0,1522.0,447.0,558.0,517.0,359.0,2694.0,542.0,346.0,497.0,504.0,202.0,294.0,149.0,160.0,39,119,911400
"Census Tract 9115, Muskingum County, Ohio",4963.0,2180.0,497.0,540.0,1143.0,277.0,4019.0,713.0,374.0,877.0,724.0,519.0,383.0,124.0,305.0,39,119,911500
"Census Tract 9116.01, Muskingum County, Ohio",2095.0,953.0,199.0,323.0,431.0,229.0,1464.0,125.0,72.0,285.0,121.0,288.0,154.0,138.0,281.0,39,119,911601
"Census Tract 9116.02, Muskingum County, Ohio",3479.0,1915.0,163.0,603.0,1149.0,178.0,3045.0,444.0,304.0,512.0,428.0,727.0,251.0,92.0,287.0,39,119,911602
"Census Tract 9117, Muskingum County, Ohio",3550.0,1438.0,376.0,458.0,604.0,258.0,2685.0,719.0,287.0,515.0,371.0,375.0,271.0,31.0,116.0,39,119,911700
"Census Tract 9118, Muskingum County, Ohio",3329.0,1249.0,573.0,370.0,306.0,289.0,2093.0,478.0,223.0,375.0,505.0,184.0,134.0,59.0,135.0,39,119,911800
"Census Tract 9119, Muskingum County, Ohio",3086.0,1083.0,317.0,299.0,467.0,496.0,1912.0,498.0,348.0,486.0,220.0,155.0,101.0,19.0,85.0,39,119,911900
"Census Tract 7205, Carroll County, Ohio",5359.0,2101.0,581.0,887.0,633.0,489.0,3896.0,648.0,459.0,633.0,705.0,567.0,227.0,246.0,411.0,39,019,720500
"Census Tract 7206, Carroll County, Ohio",2891.0,1187.0,292.0,602.0,293.0,287.0,2135.0,321.0,223.0,460.0,305.0,202.0,417.0,70.0,137.0,39,019,720600
"Census Tract 7207, Carroll County, Ohio",3158.0,1348.0,251.0,670.0,427.0,335.0,2543.0,565.0,273.0,361.0,305.0,369.0,331.0,97.0,242.0,39,019,720700
"Census Tract 101, Champaign County, Ohio",1991.0,685.0,289.0,291.0,105.0,195.0,1396.0,194.0,117.0,239.0,159.0,283.0,212.0,65.0,127.0,39,021,010100
"Census Tract 102, Champaign County, Ohio",6879.0,2860.0,684.0,1332.0,844.0,611.0,5293.0,653.0,384.0,936.0,763.0,736.0,854.0,408.0,559.0,39,021,010200
"Census Tract 104, Champaign County, Ohio",3621.0,1627.0,423.0,545.0,659.0,279.0,2754.0,463.0,215.0,563.0,402.0,763.0,164.0,38.0,146.0,39,021,010400
"Census Tract 105, Champaign County, Ohio",3973.0,1674.0,409.0,481.0,784.0,450.0,2796.0,472.0,243.0,569.0,531.0,444.0,359.0,61.0,117.0,39,021,010500
"Census Tract 106, Champaign County, Ohio",3868.0,1454.0,386.0,509.0,559.0,234.0,2830.0,495.0,282.0,593.0,382.0,428.0,282.0,62.0,306.0,39,021,010600
"Census Tract 110.01, Champaign County, Ohio",2658.0,1039.0,412.0,416.0,211.0,162.0,2020.0,313.0,184.0,374.0,284.0,269.0,282.0,115.0,199.0,39,021,011001
"Census Tract 115.01, Champaign County, Ohio",4449.0,1654.0,603.0,738.0,313.0,368.0,3226.0,465.0,189.0,459.0,484.0,548.0,491.0,166.0,424.0,39,021,011501
"Census Tract 115.04, Champaign County, Ohio",5289.0,2097.0,672.0,1008.0,417.0,523.0,3797.0,496.0,345.0,490.0,624.0,591.0,435.0,173.0,643.0,39,021,011504
"Census Tract 115.05, Champaign County, Ohio",3228.0,1261.0,432.0,400.0,429.0,269.0,2330.0,365.0,261.0,316.0,370.0,454.0,260.0,115.0,189.0,39,021,011505
"Census Tract 115.06, Champaign County, Ohio",2905.0,1056.0,434.0,360.0,262.0,271.0,2033.0,232.0,155.0,313.0,470.0,311.0,252.0,58.0,242.0,39,021,011506
"Census Tract 2, Clark County, Ohio",1597.0,543.0,240.0,170.0,133.0,154.0,995.0,205.0,186.0,234.0,199.0,134.0,23.0,1.0,13.0,39,023,000200
"Census Tract 3, Clark County, Ohio",1840.0,766.0,274.0,94.0,398.0,181.0,1179.0,368.0,125.0,244.0,351.0,41.0,19.0,6.0,25.0,39,023,000300
"Census Tract 4, Clark County, Ohio",2320.0,926.0,239.0,247.0,440.0,172.0,1828.0,351.0,371.0,496.0,256.0,175.0,133.0,0.0,46.0,39,023,000400
"Census Tract 5, Clark County, Ohio",1644.0,599.0,189.0,176.0,234.0,154.0,1127.0,280.0,259.0,264.0,162.0,88.0,30.0,18.0,26.0,39,023,000500
"Census Tract 6, Clark County, Ohio",3024.0,1126.0,424.0,175.0,527.0,271.0,1919.0,585.0,221.0,322.0,240.0,205.0,207.0,22.0,117.0,39,023,000600
"Census Tract 7, Clark County, Ohio",2480.0,599.0,123.0,152.0,324.0,273.0,1978.0,1307.0,92.0,217.0,103.0,60.0,118.0,66.0,15.0,39,023,000700
"Census Tract 9.01, Clark County, Ohio",2080.0,874.0,294.0,174.0,406.0,220.0,1378.0,474.0,227.0,258.0,211.0,84.0,74.0,21.0,29.0,39,023,000901
"Census Tract 9.02, Clark County, Ohio",1170.0,431.0,183.0,63.0,185.0,88.0,721.0,181.0,109.0,191.0,159.0,47.0,20.0,4.0,10.0,39,023,000902
"Census Tract 10, Clark County, Ohio",1604.0,625.0,239.0,168.0,218.0,166.0,1031.0,232.0,141.0,264.0,113.0,137.0,45.0,18.0,81.0,39,023,001000
"Census Tract 11.01, Clark County, Ohio",1329.0,547.0,186.0,85.0,276.0,156.0,879.0,260.0,112.0,154.0,124.0,96.0,85.0,7.0,41.0,39,023,001101
"Census Tract 11.02, Clark County, Ohio",2936.0,1264.0,366.0,358.0,540.0,64.0,2350.0,426.0,227.0,410.0,502.0,446.0,262.0,18.0,59.0,39,023,001102
"Census Tract 12, Clark County, Ohio",4050.0,1568.0,590.0,316.0,662.0,339.0,2677.0,725.0,414.0,588.0,518.0,205.0,121.0,81.0,25.0,39,023,001200
"Census Tract 13, Clark County, Ohio",3799.0,1493.0,663.0,327.0,503.0,277.0,2551.0,395.0,237.0,600.0,558.0,341.0,232.0,124.0,64.0,39,023,001300
"Census Tract 14, Clark County, Ohio",4083.0,1712.0,454.0,523.0,735.0,392.0,3034.0,526.0,249.0,818.0,464.0,463.0,291.0,12.0,211.0,39,023,001400
"Census Tract 15, Clark County, Ohio",4407.0,1689.0,641.0,457.0,591.0,412.0,3054.0,649.0,288.0,566.0,614.0,382.0,306.0,90.0,159.0,39,023,001500
"Census Tract 16, Clark County, Ohio",3461.0,1365.0,410.0,651.0,304.0,289.0,2597.0,560.0,231.0,454.0,407.0,352.0,240.0,168.0,185.0,39,023,001600
"Census Tract 17, Clark County, Ohio",2498.0,990.0,333.0,418.0,239.0,95.0,1766.0,512.0,234.0,286.0,241.0,249.0,142.0,35.0,67.0,39,023,001700
"Census Tract 19, Clark County, Ohio",2757.0,1142.0,356.0,326.0,460.0,220.0,1923.0,319.0,168.0,275.0,364.0,308.0,196.0,103.0,190.0,39,023,001900
"Census Tract 20, Clark County, Ohio",2080.0,778.0,206.0,395.0,177.0,159.0,1569.0,214.0,138.0,206.0,143.0,163.0,303.0,102.0,300.0,39,023,002000
