NAME,B01003_001E,B11005_001E,B11005_002E,B11005_012E,B11005_017E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,state,county,tract
"Census Tract 401.02, Madison County, Ohio",5415.0,2030.0,810.0,585.0,635.0,368.0,3545.0,436.0,249.0,346.0,324.0,641.0,411.0,251.0,887.0,39,097,040102
"Census Tract 402.01, Madison County, Ohio",2924.0,1075.0,340.0,563.0,172.0,243.0,2238.0,308.0,125.0,250.0,252.0,368.0,258.0,130.0,547.0,39,097,040201
"Census Tract 402.02, Madison County, Ohio",2571.0,899.0,318.0,320.0,261.0,243.0,1748.0,357.0,157.0,275.0,195.0,253.0,219.0,107.0,185.0,39,097,040202
"Census Tract 404, Madison County, Ohio",2601.0,1012.0,297.0,432.0,283.0,199.0,2048.0,312.0,220.0,318.0,278.0,300.0,317.0,58.0,245.0,39,097,040400
"Census Tract 405, Madison County, Ohio",4800.0,1861.0,427.0,775.0,659.0,164.0,3864.0,266.0,269.0,771.0,701.0,656.0,555.0,183.0,463.0,39,097,040500
"Census Tract 406, Madison County, Ohio",5892.0,2358.0,737.0,667.0,954.0,335.0,4395.0,612.0,318.0,758.0,571.0,829.0,606.0,172.0,529.0,39,097,040600
"Census Tract 407, Madison County, Ohio",2425.0,972.0,307.0,229.0,436.0,162.0,1746.0,346.0,159.0,295.0,225.0,323.0,166.0,108.0,124.0,39,097,040700
"Census Tract 410, Madison County, Ohio",5112.0,122.0,16.0,3.0,103.0,3157.0,1932.0,1490.0,137.0,120.0,23.0,31.0,30.0,0.0,101.0,39,097,041000
"Census Tract 411, Madison County, Ohio",4671.0,1961.0,574.0,654.0,733.0,276.0,3709.0,635.0,321.0,470.0,440.0,583.0,496.0,187.0,577.0,39,097,041100
"Census Tract 412, Madison County, Ohio",3131.0,1185.0,426.0,420.0,339.0,329.0,2205.0,261.0,254.0,354.0,214.0,480.0,265.0,116.0,261.0,39,097,041200
"Census Tract 413, Madison County, Ohio",2525.0,912.0,242.0,426.0,244.0,171.0,1946.0,355.0,200.0,376.0,126.0,251.0,210.0,56.0,372.0,39,097,041300
"Census Tract 8005.01, Mahoning County, Ohio",2009.0,919.0,424.0,78.0,417.0,313.0,1176.0,660.0,148.0,63.0,141.0,109.0,30.0,9.0,16.0,39,099,800501
"Census Tract 8005.02, Mahoning County, Ohio",783.0,0.0,0.0,0.0,0.0,151.0,632.0,395.0,89.0,53.0,59.0,18.0,13.0,0.0,5.0,39,099,800502
"Census Tract 8006, Mahoning County, Ohio",1562.0,700.0,268.0,161.0,271.0,77.0,1034.0,411.0,74.0,281.0,169.0,91.0,4.0,0.0,4.0,39,099,800600
"Census Tract 8010, Mahoning County, Ohio",1187.0,551.0,160.0,106.0,285.0,189.0,806.0,182.0,61.0,236.0,131.0,134.0,41.0,0.0,21.0,39,099,801000
"Census Tract 8011, Mahoning County, Ohio",2231.0,1001.0,227.0,276.0,498.0,311.0,1633.0,407.0,294.0,358.0,230.0,129.0,172.0,7.0,36.0,39,099,801100
"Census Tract 8012, Mahoning County, Ohio",1324.0,620.0,180.0,170.0,270.0,142.0,908.0,115.0,202.0,204.0,148.0,132.0,33.0,18.0,56.0,39,099,801200
"Census Tract 8013, Mahoning County, Ohio",2754.0,997.0,267.0,332.0,398.0,204.0,1797.0,558.0,220.0,335.0,393.0,203.0,51.0,6.0,31.0,39,099,801300
"Census Tract 8014, Mahoning County, Ohio",2279.0,1040.0,263.0,364.0,413.0,230.0,1672.0,437.0,134.0,317.0,218.0,228.0,180.0,58.0,100.0,39,099,801400
"Census Tract 8015, Mahoning County, Ohio",1994.0,899.0,188.0,332.0,379.0,160.0,1536.0,237.0,179.0,294.0,314.0,199.0,185.0,33.0,95.0,39,099,801500
"Census Tract 8016, Mahoning County, Ohio",2622.0,931.0,519.0,111.0,301.0,237.0,1502.0,488.0,172.0,310.0,330.0,122.0,26.0,24.0,30.0,39,099,801600
"Census Tract 8017, Mahoning County, Ohio",1063.0,481.0,110.0,131.0,240.0,82.0,893.0,275.0,130.0,184.0,126.0,116.0,42.0,0.0,20.0,39,099,801700
"Census Tract 8021, Mahoning County, Ohio",909.0,369.0,82.0,97.0,190.0,91.0,655.0,211.0,147.0,131.0,48.0,97.0,16.0,0.0,5.0,39,099,802100
"Census Tract 8023, Mahoning County, Ohio",698.0,361.0,80.0,55.0,226.0,97.0,452.0,102.0,54.0,214.0,18.0,30.0,25.0,0.0,9.0,39,099,802300
"Census Tract 8024, Mahoning County, Ohio",2619.0,1167.0,269.0,328.0,570.0,262.0,1895.0,532.0,431.0,431.0,149.0,166.0,131.0,7.0,48.0,39,099,802400
"Census Tract 8025, Mahoning County, Ohio",1375.0,660.0,104.0,172.0,384.0,57.0,1122.0,305.0,192.0,210.0,110.0,151.0,112.0,26.0,16.0,39,099,802500
"Census Tract 8026, Mahoning County, Ohio",1577.0,702.0,169.0,226.0,307.0,74.0,1256.0,227.0,132.0,309.0,214.0,152.0,114.0,26.0,82.0,39,099,802600
"Census Tract 8027.01, Mahoning County, Ohio",3657.0,1996.0,270.0,488.0,1238.0,250.0,2999.0,521.0,342.0,687.0,484.0,340.0,230.0,133.0,262.0,39,099,802701
"Census Tract 8027.02, Mahoning County, Ohio",3202.0,1601.0,289.0,544.0,768.0,130.0,2496.0,253.0,274.0,400.0,404.0,506.0,307.0,116.0,236.0,39,099,802702
"Census Tract 8028, Mahoning County, Ohio",2849.0,1365.0,399.0,434.0,532.0,343.0,2071.0,318.0,282.0,614.0,270.0,309.0,158.0,25.0,95.0,39,099,802800
"Census Tract 8029, Mahoning County, Ohio",2592.0,1255.0,339.0,184.0,732.0,229.0,1797.0,547.0,286.0,302.0,220.0,169.0,161.0,38.0,74.0,39,099,802900
"Census Tract 8030, Mahoning County, Ohio",1909.0,930.0,249.0,224.0,457.0,124.0,1405.0,255.0,187.0,373.0,220.0,185.0,134.0,5.0,46.0,39,099,803000
"Census Tract 8040, Mahoning County, Ohio",2424.0,794.0,185.0,96.0,513.0,558.0,1622.0,867.0,132.0,212.0,183.0,164.0,58.0,0.0,6.0,39,099,804000
"Census Tract 8041, Mahoning County, Ohio",1359.0,649.0,76.0,241.0,332.0,70.0,1200.0,165.0,100.0,442.0,159.0,210.0,26.0,24.0,74.0,39,099,804100
"Census Tract 106, Lucas County, Ohio",2036.0,972.0,331.0,70.0,571.0,137.0,1201.0,445.0,114.0,176.0,46.0,131.0,117.0,38.0,134.0,39,095,010600
"Census Tract 8042, Mahoning County, Ohio",2364.0,1046.0,296.0,281.0,469.0,251.0,1836.0,278.0,213.0,282.0,222.0,461.0,117.0,27.0,236.0,39,099,804200
"Census Tract 8043, Mahoning County, Ohio",1016.0,502.0,125.0,133.0,244.0,94.0,718.0,148.0,145.0,192.0,117.0,49.0,32.0,4.0,31.0,39,099,804300
"Census Tract 8101, Mahoning County, Ohio",4188.0,1624.0,592.0,601.0,431.0,358.0,2899.0,669.0,408.0,454.0,308.0,395.0,237.0,128.0,300.0,39,099,810100
"Census Tract 8102, Mahoning County, Ohio",1997.0,892.0,252.0,217.0,423.0,224.0,1403.0,466.0,171.0,234.0,220.0,145.0,105.0,5.0,57.0,39,099,810200
"Census Tract 8103, Mahoning County, Ohio",1662.0,697.0,272.0,132.0,293.0,185.0,1039.0,301.0,191.0,218.0,108.0,128.0,34.0,36.0,23.0,39,099,810300
"Census Tract 8106, Mahoning County, Ohio",2664.0,1058.0,363.0,270.0,425.0,111.0,1921.0,287.0,392.0,328.0,372.0,295.0,125.0,32.0,90.0,39,099,810600
"Census Tract 8107, Mahoning County, Ohio",5342.0,2355.0,593.0,902.0,860.0,458.0,4188.0,904.0,263.0,1023.0,621.0,726.0,194.0,158.0,299.0,39,099,810700
"Census Tract 8108, Mahoning County, Ohio",2171.0,898.0,238.0,288.0,372.0,284.0,1517.0,382.0,148.0,319.0,159.0,227.0,119.0,32.0,131.0,39,099,810800
"Census Tract 8109, Mahoning County, Ohio",2098.0,925.0,218.0,395.0,312.0,122.0,1755.0,253.0,221.0,260.0,245.0,400.0,153.0,88.0,135.0,39,099,810900
"Census Tract 8110.01, Mahoning County, Ohio",3810.0,1852.0,365.0,832.0,655.0,307.0,3041.0,392.0,171.0,403.0,565.0,445.0,471.0,266.0,328.0,39,099,811001
"Census Tract 5088, Summit County, Ohio",5364.0,2572.0,818.0,661.0,1093.0,597.0,3824.0,1035.0,463.0,617.0,689.0,599.0,197.0,18.0,206.0,39,153,508800
